物品ID	物品名称	物品类型	稀有度	物品介绍
653	天堂莓果	换算道具	3	瘴气之谷的特别特产。味道刺激到几乎令人升天的植物。<STYL MOJI_YELLOW_DEFAULT>（结算道具）</STYL>
654	黄昏石	换算道具	3	龙结晶之地的特别特产。颜色令人忆起虚幻夕阳的宝石。<STYL MOJI_YELLOW_DEFAULT>（结算道具）</STYL>
655	诺亚石	换算道具	3	龙结晶之地的特别特产。其光辉像是要将观赏者吞噬般的宝石。<STYL MOJI_YELLOW_DEFAULT>（结算道具）</STYL>
656	飞龙的蛋	换算道具	4	飞龙种的蛋。若能顺利将其带回营地，就能交货……<STYL MOJI_YELLOW_DEFAULT>（结算道具）</STYL>
657	草食龙的蛋	换算道具	3	草食龙的蛋。若能顺利将其带回营地，就能交货……<STYL MOJI_YELLOW_DEFAULT>（结算道具）</STYL>
658	肉块	换算道具	3	惨爪龙制成的肉块。有着吸引肉食生物靠近的特殊腐臭味。<STYL MOJI_YELLOW_DEFAULT>（结算道具）</STYL>
659	绕行兔	换算道具	1	是习惯往小路逃跑的生物。若追着它跑，说不定可发现意想不到的道路。
660	向导兔	换算道具	3	是平常不易见到的贵重生物。据说会在气候良好时出现，并指引迷失道路的人。
661	丛林始祖鸟	换算道具	1	栖息在树木茂密之地的生物。已发现了与其骨头和羽毛部份特征相似的化石。
662	始祖鸟的使者	换算道具	3	是平常不易见到的贵重生物。即使与古老时代的化石互相比对，也可发现至今从未发现过的特征。
663	钴闪蝶	换算道具	1	拥有闪烁着钴蓝色光辉的翅膀，是只非常美丽的蝴蝶。
664	幽闪蝶	换算道具	3	有着虹色翅膀的梦幻蝴蝶。发现的案例极少，但报告的共通点皆是在晴天时发现。
665	泪之龟壳攀鲈	换算道具	1	身上残留着浓厚的原始两生类特征的生物。在下雨时，会发出具有特征的叫声。
666	森林壁虎	换算道具	1	栖息在树上的壁虎。为了捕食聚集在亮光处的虫类，而待在光苔附近。
667	蚁冢壁虎	换算道具	1	栖息在蚁窝附近的壁虎。在大型蚁窝附近，似乎可发现大量的壁虎。
668	黑暗壁虎	换算道具	2	喜好栖息在洞窟等阴暗地方的壁虎。因身体属于警告色，所以避免遭到捕食。
669	月光壁虎	换算道具	3	尾巴发着亮光的稀有壁虎。利用以光苔成份发光的尾巴，吸引并狩猎猎物。
670	霞雾蜘蛛	换算道具	1	栖息在古代树森林等地的蜘蛛。会张起有如人体大小般的巢穴，并捕食黏附在网上的虫类。
671	斯卡班杰拉	换算道具	2	栖息在地上并以腐肉为主食的蜘蛛。会成群啃食生物的残骸。经常栖息在骨头附近。
672	憎恨鸟	换算道具	1	会啄食其他生物捕食到的尸骸的鸟。经常飞行于大型怪物上空。
673	桃源鸟	换算道具	1	会采食果实与种子的草食性鸟。因已习惯人类，发现也会栖息在调查据点周边。
674	预兆蜻蜓	换算道具	1	尾巴会发光的生物。平时是发着白光，一旦察觉危险就会变化成红光。
675	吉兆蜻蜓	换算道具	3	是极难遇到的稀有虫。多于气候恶劣时发现案例，因此推测只会在雨天时羽化。
676	鳞片蝙蝠	换算道具	1	最终进化成超小型的飞龙。为了适应洞窟生活，因此进化成与蝙蝠相似的样貌。
677	粪金龟	换算道具	1	会滚动怪物的粪的昆虫。被滚动的粪便，大小硬度适中，正好可用于装填投射器。
678	爆弹甲虫	换算道具	2	以滚动来搬运岩石的昆虫。若采集了滚动的岩石，也可作为投射器爆发弹使用。
679	粉色异形鱼	换算道具	1	自太古时期便未改变样貌一直生存下来的鱼。为不被其他生物捕食，身上长着棘状的背鳍。
680	上等粉色异形鱼	换算道具	3	特大尺寸的粉色异形鱼。到底要生长多久的时间，才能有这大小呢……
681	破裂龙鱼	换算道具	1	有着火药味道的鱼类。用此鱼的鳞片与火药草调和，可精制出大量的火药粉。
682	爆裂龙鱼	换算道具	1	有着火药味道的鱼类。用此鱼的鳞片与火药草调和，可精制出大量的优质火药粉。
683	上等破裂龙鱼	换算道具	3	特大尺寸的破裂龙鱼。不只是尺寸，连危险度也跟着提高。需小心处置。
684	上等爆裂龙鱼	换算道具	3	特大尺寸的爆裂龙鱼。不只是尺寸，连危险度也跟着提高。需小心处置。
685	雅致珊瑚鸟	换算道具	2	是雌性珊瑚鸟个体的通称。因以珊瑚为粮食的影响，身体变化为粉红色。
686	伶俐珊瑚鸟	换算道具	3	是雄性珊瑚鸟个体的通称。只会在繁殖时期现身，因此非常罕见。
687	行灯鱼	换算道具	2	头部有着发光突起的鱼。推测是以光来吸引并捕食飞天乌帽。
688	柔毛秧鸡	换算道具	3	是发现案例极少的梦幻之鸟。有着极致松软的羽毛，背上可发现有共生关系的生物栖息着。
689	粗毛秧鸡	换算道具	3	是发现案例极少的梦幻之鸟。有着异常粗硬的羽毛，背上可发现有共生关系的生物栖息着。
690	蛇麻古比鱼	换算道具	1	可在水上敏捷跳跃移动的鱼。滑翔时会展开胸鳍，以延长滞空时间与飞翔距离。
691	化石腔棘鱼	换算道具	3	是通过化石才得以知晓其存在，被认为早已灭绝的鱼。这是名留青史的世纪大发现。
692	麻痹瓦斯蛙	换算道具	1	受到冲击就会喷射麻痹瓦斯的青蛙。其效果强劲到连大型怪物都能麻痹。
693	睡眠瓦斯蛙	换算道具	2	受到冲击就会喷射睡眠瓦斯的青蛙。其效果强劲到连大型怪物都能陷入睡眠。
694	爆炸瓦斯蛙	换算道具	2	受到冲击就会喷出爆炸性液体的青蛙。会引发连大型怪物都胆怯的爆炸。
695	摇曳鳗	换算道具	2	栖息在陆珊瑚台地的生物。若是配合其视线位置，便能降低其警戒心并得以接近。
696	摇曳鳗女王	换算道具	3	只会现身于月夜中的稀有生物。会在月光下乘风摇曳，有着幻想般的身姿。
697	回复蜜虫	换算道具	1	体内累积具有回复效果蜜汁的虫。轻轻受到冲击，蜜汁则会飞散到周围。
698	大回复蜜虫	换算道具	1	体内累积具有高浓度回复效果蜜汁的虫。淋上此蜜汁后，可得到持续性的回复效果。
699	飞天乌帽	换算道具	2	栖息在陆珊瑚台地的生物。会乘着风移动，经常能在风大的地方见到其身影。
700	搬运蚁	换算道具	1	会搬运各种东西的蚂蚁。似乎极少时候也能搬运大型怪物的素材……
701	大独角仙	换算道具	1	有着雄伟大角的大甲虫。据推测在古代树森林中有7个栖息点。
702	金色独角仙	换算道具	1	闪烁金色光辉的黄金甲虫。为夜行性生物，因此只会在夜间现身。正可谓幸运的昆虫。
703	虹色大独角仙	换算道具	3	闪烁虹色光芒的彩虹甲虫。仅会在日出、日落的时间现身。正可谓梦幻的昆虫。
704	皇帝蚱蜢	换算道具	1	拥有与皇帝之名相衬体型的蚱蜢。会敏捷地跳跃并迂回逃走，故很难捕获。
705	暴君蚱蜢	换算道具	3	突变后凶暴化的蚱蜢。原本推测为草食生物，但似乎连腐肉都能做为粮食。
706	闪光翅虫	换算道具	1	受到冲击便会发出闪光的虫。集结的群体越多，发出的光越强，连大型怪物都会感到刺眼。
707	远古鬼蝠魟	换算道具	2	乘着风，飘在天空中的生物。不擅抵抗冲击，可利用东西给予撞击，使其落下。
708	铁鲎	换算道具	1	主要栖息在泥巴地形的生物。有搬运坚硬物体的习性，有可能会掉落尖锐石。
709	军团鲎	换算道具	2	栖息在瘴气之谷的生物。会集结成大群体，成群围住尸骸并啃食尸肉。
710	绿宝石鲎	换算道具	3	会在气候恶劣时现身，有着祖母绿色泽的美丽鲎。据说比宝石还难以发现。
711	磨刀鲹鱼	换算道具	1	背鳍坚硬到可用来研磨武器的鱼类。
712	大磨刀鲹鱼	换算道具	3	特大尺寸的磨刀鲹鱼。背鳍有着胜过顶级品砥石的性能。
713	贪吃鲔鱼	换算道具	1	什么都吃的鱼类。吃过的东西有可能会残留在胃中。
714	贪吃鲔鱼王	换算道具	3	特大尺寸的贪吃鲔鱼。吃尽所有东西，不断成长为硕大体型的贪吃王者。
715	大王旗鱼	换算道具	3	上颚长得有如剑般锐利的鱼类。栖息在温暖的海域中，不会出现在海水冰冷的夜晚。
716	帝王旗鱼	换算道具	3	特大尺寸的大王旗鱼。有着令看到它的对象感受压迫的巨型身形，给人简直是不同物种的印象。
717	黄金鱼	换算道具	2	有如黄金般光辉的珍鱼。鳞片与黄金有同等的价值。
718	白金鱼	换算道具	2	有如白金般光辉的珍鱼。那耀眼的鳞片与白金有同等的价值。
719	大黄金鱼	换算道具	3	特大尺寸的黄金鱼。不只是体型庞大，连色泽与光辉都达到了艺术品的境界。
720	大白金鱼	换算道具	3	特大尺寸的白金鱼。不只是体型庞大，连色泽与光辉都达到了艺术品的境界。
721	小金鱼	换算道具	1	有如黄金般闪烁的小型珍鱼。其美丽的鳞片与同份量的黄金有同等的价值。
722	小金鱼王	换算道具	3	特大尺寸的小金鱼。不只是体型庞大，连色泽与光辉都达到了艺术品的境界。
723	刺身鱼	换算道具	1	在猎人间有着高人气的食用鱼。鳞片也富有营养价值，还有回复体力的效果。
724	大刺身鱼	换算道具	3	特大尺寸的刺身鱼。在伟大的自然中孕育而成，正可谓自然的恩惠。
725	火药金鱼	换算道具	2	有着火药味道的鱼类。含有特殊成分的鳞片，可当作爆药使用。
726	大火药金鱼	换算道具	3	特大尺寸的火药金鱼。不只是尺寸，连危险度也跟着提高。需小心处置。
727	耐毒珠【1】	装饰品	4	能够提升毒耐性技能的饰品。
728	耐麻珠【1】	装饰品	4	能够提升麻痹耐性技能的饰品。
729	耐眠珠【1】	装饰品	4	能够提升睡眠耐性技能的饰品。
730	耐绝珠【1】	装饰品	5	能够提升昏厥耐性技能的饰品。
731	耐爆珠【1】	装饰品	4	能够提升爆破异常状态的耐性技能的饰品。
732	耐裂珠【1】	装饰品	4	能够提升裂伤耐性技能的饰品。
733	耐防珠【1】	装饰品	4	能够提升防御力下降耐性技能的饰品。
734	防音珠【3】	装饰品	5	能够提升耳塞技能的饰品。
735	防风珠【2】	装饰品	5	能够提升风压耐性的饰品。
736	耐震珠【2】	装饰品	5	能够提升耐震技能的饰品。
737	Unavailable	装饰品	4	Unavailable
738	Unavailable	装饰品	4	Unavailable
739	攻击珠【1】	装饰品	6	能够提升攻击技能的饰品。
740	防御珠【1】	装饰品	5	能够提升防御技能的饰品。
741	体力珠【1】	装饰品	5	能够提升体力增强技能的饰品。
742	早复珠【1】	装饰品	5	能够提升回复速度技能的饰品。
743	耐火珠【1】	装饰品	4	能够提升火耐性技能的饰品。
744	耐水珠【1】	装饰品	4	能够提升水耐性技能的饰品。
745	耐冰珠【1】	装饰品	4	能够提升冰耐性技能的饰品。
746	耐雷珠【1】	装饰品	4	能够提升雷耐性技能的饰品。
747	耐龙珠【1】	装饰品	4	能够提升龙耐性技能的饰品。
748	耐属珠【1】	装饰品	5	能够提升属性异常状态的耐性技能的饰品。
749	火炎珠【1】	装饰品	5	能够提升火属性攻击强化技能的饰品。
750	流水珠【1】	装饰品	5	能够提升水属性攻击强化技能的饰品。
751	冰结珠【1】	装饰品	5	能够提升冰属性攻击强化技能的饰品。
752	雷光珠【1】	装饰品	5	能够提升雷属性攻击强化技能的饰品。
753	破龙珠【1】	装饰品	5	能够提升龙属性攻击强化技能的饰品。
754	毒珠【1】	装饰品	5	能够提升毒属性强化技能的饰品。
755	麻痹珠【1】	装饰品	6	能够提升麻痹属性强化技能的饰品。
756	睡眠珠【1】	装饰品	6	能够提升睡眠属性强化技能的饰品。
757	爆破珠【1】	装饰品	6	能够提升爆破属性强化技能的饰品。
758	毒瓶珠【3】	装饰品	5	能够提升毒瓶追加技能的饰品。
759	痹瓶珠【3】	装饰品	6	能够提升麻痹瓶追加技能的饰品。
760	眠瓶珠【3】	装饰品	6	能够提升睡眠瓶追加技能的饰品。
761	爆瓶珠【3】	装饰品	6	能够提升爆破瓶追加技能的饰品。
762	Unavailable	装饰品	7	Unavailable
763	解放珠【3】	装饰品	7	能够提升属性解放／装填扩充技能的饰品。
764	达人珠【1】	装饰品	5	能够提升看破技能的饰品。
765	超心珠【2】	装饰品	7	能够提升超会心技能的饰品。
766	痛击珠【2】	装饰品	5	能够提升弱点特效技能的饰品。
767	缩短珠【2】	装饰品	7	能够提升集中技能的饰品。
768	匠珠【3】	装饰品	7	能够提升匠技能的饰品。
769	拔刀珠【2】	装饰品	7	能够提升拔刀术【技】技能的饰品。
770	重击珠【2】	装饰品	5	能够提升破坏王技能的饰品。
771	击晕珠【2】	装饰品	5	能够提升击晕术技能的饰品。
772	夺气珠【1】	装饰品	5	能够提升夺取耐力技能的饰品。
773	Unavailable	装饰品	5	Unavailable
774	飞燕珠【2】	装饰品	4	能够提升飞燕技能的饰品。
775	全开珠【2】	装饰品	6	能够提升力量解放技能的饰品。
776	挑战珠【2】	装饰品	6	能够提升挑战者技能的饰品。
777	无伤珠【2】	装饰品	6	能够提升无伤技能的饰品。
778	底力珠【2】	装饰品	6	能够提升火场怪力技能的饰品。
779	逆境珠【1】	装饰品	4	能够提升不屈技能的饰品。
780	逆上珠【2】	装饰品	6	能够提升怨恨技能的饰品。
781	鼓笛珠【1】	装饰品	5	能够提升吹笛名人技能的饰品。
782	增弹珠【2】	装饰品	6	能够提升炮弹装填数提升技能的饰品。
783	特射珠【1】	装饰品	6	能够提升特殊射击强化技能的饰品。
784	炮术珠【1】	装饰品	7	能够提升炮术技能的饰品。
785	炮手珠【1】	装饰品	4	能够提升炮击手技能的饰品。
786	强走珠【2】	装饰品	7	能够提升跑者技能的饰品。
787	体术珠【2】	装饰品	5	能够提升体术技能的饰品。
788	Unavailable	装饰品	4	Unavailable
789	早气珠【2】	装饰品	6	能够提升急速回复耐力技能的饰品。
790	无食珠【1】	装饰品	4	能够提升饥饿耐性技能的饰品。
791	回避珠【2】	装饰品	5	能够提升回避性能技能的饰品。
792	跳跃珠【2】	装饰品	5	能够提升回避距离提升技能的饰品。
793	铁壁珠【1】	装饰品	6	能够提升防御性能技能的饰品。
794	速纳珠【1】	装饰品	5	能够提升纳刀术技能的饰品。
795	友爱珠【1】	装饰品	5	能够提升广域化技能的饰品。
796	持续珠【1】	装饰品	5	能够提升道具使用强化技能的饰品。
797	节食珠【1】	装饰品	4	能够提升满足感技能的饰品。
798	快吃珠【1】	装饰品	5	能够提升快吃技能的饰品。
799	研磨珠【1】	装饰品	5	能够提升砥石使用高速化技能的饰品。
800	爆师珠【1】	装饰品	5	能够提升炸弹客技能的饰品。
801	茸好珠【1】	装饰品	7	能够提升最爱蘑菇技能的饰品。
802	Unavailable	装饰品	4	Unavailable
803	Unavailable	装饰品	4	Unavailable
804	Unavailable	装饰品	4	Unavailable
805	Unavailable	装饰品	4	Unavailable
806	Unavailable	装饰品	4	Unavailable
807	Unavailable	装饰品	4	Unavailable
808	加护珠【1】	装饰品	4	能够提升精灵加护技能的饰品。
809	指示珠【1】	装饰品	4	能够提升指示随从技能的饰品。
810	植学珠【1】	装饰品	4	能够提升植生学技能的饰品。
811	地学珠【1】	装饰品	4	能够提升地质学技能的饰品。
812	浑身珠【2】	装饰品	6	能够提升精神抖擞技能的饰品。
813	投石珠【1】	装饰品	5	能够提升投射器装填数提升技能的饰品。
814	潜伏珠【1】	装饰品	4	能够提升潜伏技能的饰品。
815	耐冲珠【3】	装饰品	5	能够提升减轻胆怯技能的饰品。
816	Unavailable	装饰品	4	Unavailable
817	Unavailable	装饰品	4	Unavailable
818	Unavailable	装饰品	4	Unavailable
819	烟复珠【1】	装饰品	4	能够提升棉花孢子草的知识技能的饰品。
820	沼渡珠【1】	装饰品	4	能够提升适应水场技能的饰品。
821	Unavailable	装饰品	4	Unavailable
822	Unavailable	装饰品	4	Unavailable
823	Unavailable	装饰品	4	Unavailable
824	标本珠【1】	装饰品	4	能够提升昆虫标本达人技能的饰品。
825	耐瘴珠【1】	装饰品	4	能够提升瘴气耐性技能的饰品。
826	嗅觉珠【1】	装饰品	4	能够提升追踪达人技能的饰品。
827	Unavailable	装饰品	5	Unavailable
828	威吓珠【1】	装饰品	4	能够提升威吓技能的饰品。
829	Unavailable	装饰品	4	Unavailable
830	Unavailable	装饰品	4	Unavailable
831	Unavailable	装饰品	4	Unavailable
832	滑走珠【2】	装饰品	5	能够提升滑走强化技能的饰品。
833	治愈珠【1】	装饰品	5	能够提升体力回复量提升技能的饰品。
834	强弹珠【3】	装饰品	6	能够提升通常弹/通常箭强化技能的饰品。
835	贯通珠【3】	装饰品	7	能够提升贯通弹/龙之箭强化技能的饰品。
836	散弹珠【3】	装饰品	7	能够提升散弹/刚射强化技能的饰品。
837	昂扬珠【2】	装饰品	6	能够提升强化持续技能的饰品。
838	绝路珠【1】	装饰品	4	能够提升死里逃生技能的饰品。
839	龙封珠【3】	装饰品	6	能够提升龙封力强化技能的饰品。
840	Unavailable	装饰品	4	Unavailable
841	Unavailable	装饰品	4	Unavailable
842	整备珠【1】	装饰品	4	能够提升整备技能的饰品。
843	蜜虫传递口哨	物品	3	对随从艾露猫下达指示，让他使用随从道具。
844	蜜虫设置口哨	物品	3	对随从艾露猫下达指示，让他使用随从道具。
845	闪光虫笼口哨	物品	3	对随从艾露猫下达指示，让他使用随从道具。
846	麻痹虫笼口哨	物品	3	对随从艾露猫下达指示，让他使用随从道具。
847	大盾挑衅口哨	物品	3	对随从艾露猫下达指示，让他使用随从道具。
848	大盾强锤口哨	物品	3	对随从艾露猫下达指示，让他使用随从道具。
849	激励法国号口哨	物品	3	对随从艾露猫下达指示，让他使用随从道具。
850	激励邦哥鼓口哨	物品	3	对随从艾露猫下达指示，让他使用随从道具。
851	掠夺刀突击口哨	物品	3	对随从艾露猫下达指示，让他使用随从道具。
852	掉落投掷口哨	物品	3	对随从艾露猫下达指示，让他使用随从道具。
853	壶爆弹投掷口哨	物品	3	对随从艾露猫下达指示，让他使用随从道具。
854	火炎车口哨	物品	3	对随从艾露猫下达指示，让他使用随从道具。
855	Unavailable	物品	0	Unavailable
856	Unavailable	物品	0	Unavailable
857	Unavailable	物品	0	Unavailable
858	Unavailable	物品	0	Unavailable
859	石块	物品	0	装填到投射器后发射。像是命中远处的植物或爆弹等等，用途多多。
860	飞砾果实	物品	0	装填到投射器后发射。像是命中远处的植物或爆弹等等，用途多多。
861	光苔	物品	0	装填到投射器后发射。可发光照亮命中地点的四周，亦可令飞龙种满眼金星。
862	飞散核桃	物品	0	装填到投射器后发射。所发出的声音和冲击会使怪物畏惧胆怯。
863	投射器松明弹	物品	0	装填在投射器里发射。可使命中的地方起火，驱逐讨厌火的生物，吸引喜欢火的生物靠近。
864	投射器爆发弹	物品	0	装填到投射器后发射。命中目标后就会爆炸，造成重大伤害。
865	投射器黏着弹	物品	0	裝填到投射器后发射。会黏着在命中位置，攻击该位置即可引发冲击。
866	投射器贯通弹	物品	0	装填到投射器后发射。可贯穿命中位置，造成伤害。
867	投射器灭龙弹	物品	0	装填到投射器后发射。造成龙属性伤害。
868	爆裂结晶	物品	0	装填到投射器后发射。所发出的声音和冲击会使怪物畏惧胆怯。
869	投射器水流弹	物品	0	装填到投射器后发射。具备水属性，拥有剥离附着的泥的效果。
870	冰冷菇	物品	2	作为冷饮的核心素材的蘑菇。
871	随从票	素材	3	在新大陆与相遇的兽人种交流的象征。交给加工屋后，会……？
872	祖母绿壳	素材	3	绿宝石鲎的壳。有着不逊于宝石的美丽光辉。<STYL MOJI_YELLOW_DEFAULT>（换金道具）</STYL>
873	奇面族写生	素材	3	在新大陆相遇的奇面族的写生画。交给加工屋后，会……？
874	强弓珠【2】	装饰品	7	能够提升解锁弓的蓄力阶段技能的饰品。
875	心眼珠【2】	装饰品	7	能够提升心眼／弹道强化技能的饰品。
876	强壁珠【2】	装饰品	6	能够提升防御强化技能的饰品。
877	刚刃珠【2】	装饰品	6	能够提升刚刃研磨技能的饰品。
878	无击珠【2】	装饰品	5	能够提升无属性强化技能的饰品。
879	恐暴龙的黑鳞	素材	5	恐暴龙的上位素材。主要经由剥取获得。泛用性高、用途广泛。
880	恐暴龙的黑皮	素材	5	恐暴龙的上位素材。主要经由报酬获得。材质柔软，常用于防具上。
881	恐暴龙的大牙	素材	5	恐暴龙的上位素材。容易经由破坏头部部位获得。材质坚固，常用于武器上。
882	恐暴龙的钩爪	素材	5	恐暴龙的上位素材。主要经由剥取获得。与龙属性的兼容性佳。
883	恐暴龙的头壳	素材	5	恐暴龙的上位素材。容易经由破坏头部位获得。材质特殊，只能用于限定的装备。
884	恐暴龙的尾巴	素材	5	恐暴龙的上位素材。容易经由切断的尾巴获得。材质强韧，常用于防具上。
885	恐暴龙的唾液	素材	5	恐暴龙的上位素材。容易经由掉落物获得。材质特殊，使用上需具备技术。
886	恐暴龙的宝玉	素材	6	恐暴龙的上位素材。据说是在体内生成的稀有玉石。可飞跃性地提高武器性能。
887	绚辉龙的金鳞	素材	6	绚辉龙的上位素材。主要经由报酬获得。有不少人为了能获得一枚而豁出性命。
888	绚辉龙的金壳	素材	6	绚辉龙的上位素材。主要经由报酬获得。据说和黄金具有同等价值。
889	绚辉龙的金块	素材	6	绚辉龙的上位素材。经由掉落物可轻松获得。绽放妖艳光芒，迷惑他人的黄金块。
890	绚辉龙的金卷角	素材	6	绚辉龙的上位素材。经由破坏头部部位可轻松获得。层层堆栈的金子散发出厚重的光辉。
891	绚辉龙的金尾壳	素材	6	绚辉龙的上位素材。经由破坏尾巴部位可轻松获得。融解的黄金发出艳丽的光彩。
892	绚辉龙的金煌玉	素材	7	绚辉龙的上位素材。据说是在体内生成的梦幻宝玉。能带来难以估计的力量。
893	黄金石碎片	素材	3	纯度高的黄金石碎片。虽然极为少量，但价格却很高。<STYL MOJI_YELLOW_DEFAULT>（换金道具）</STYL>
894	黄金石块	素材	3	形成块状的贵重黄金石。绽放的光芒能掳获任何人的心。<STYL MOJI_YELLOW_DEFAULT>（换金道具）</STYL>
895	炎妃龙的上鳞	素材	6	炎妃龙的上位素材。主要经由剥取获得。泛用性高、用途广泛。
896	炎妃龙之翼	素材	6	炎妃龙的上位素材。容易经由破坏翅膀部位获得。材质柔软，常用于防具上。
897	炎妃龙的宝玉	素材	7	炎妃龙的上位素材。据说是在体内生成的梦幻宝玉。藏有难以估计的力量。
898	炎妃龙的坚壳	素材	6	炎妃龙的上位素材。主要经由报酬获得。材质坚硬，常用于防具上。
899	炎妃龙的鬃毛	素材	6	炎妃龙的上位素材。容易经由掉落物获得。火耐性高，是贵重的素材。
900	炎妃龙的尾巴	素材	6	炎妃龙的上位素材。容易经由切断的尾巴获得。材质强韧，常用于防具上。
901	炎妃龙的尖角	素材	6	炎妃龙的上位素材。容易经由破坏头部部位获得。材质坚固，常用于武器上。
902	魔兽的鬃毛	素材	6	贝希摩斯的上位素材。具有强大魔力的鬃毛，据说可从天上召唤陨石。
903	魔兽的坚骨	素材	6	贝希摩斯的上位素材。结实的骨头能够产生惊人的怪力，身经百战的英雄也无法匹敌。
904	魔兽的大角	素材	7	贝希摩斯的上位素材。散发出不祥钝色光芒的巨大头角，曾经轻易撞飞过数名光之战士。
905	魔兽的裂爪	素材	7	贝希摩斯的上位素材。经此凶刃发出的物理攻击，对弱者来说足以致命。
906	魔兽的尾巴	素材	7	贝希摩斯的上位素材。结实的尾巴覆满了健壮肌肉，毫不容情地将弱者横扫在地。
907	以太之光的碎片	素材	6	闪闪发亮的水晶碎片。蕴含着一种名为以太的异界能量。
908	开花票	素材	3	参加星辰祭【开花之宴】就能获得的票券。可以用来交换特别的装备或烟火。
909	纳凉票	素材	3	参加星辰祭【纳凉之宴】就能获得的票券。可以用来交换特别的装备或烟火。
910	丰收票	素材	3	参加星辰祭【丰收之宴】就能获得的票券。可以用来交换特别的装备或烟火。
911	闪耀票	素材	3	参加星辰祭【闪耀之宴】就能获得的票券。可以用来交换特别的装备或烟火。
912	感谢票	素材	3	参加星辰祭【感谢之宴】就能获得的票券。可以用来交换特别的装备或烟火。
913	昆虫图鉴【春】	素材	3	记载大角凤蝶不为人知的生态的图鉴。交给加工屋后，他们会制作别有风味的防具。
914	昆虫图鉴【夏】	素材	3	记载着大角凤蝶的新生态的图鉴。交给加工屋后，他们会制作别有风味的防具。
915	尸套龙票	素材	7	一张票，上面画着潜藏在永恒黑暗里的尸套龙。交给加工屋后，他们会制作别有风味的防具。
916	幻兽票	素材	7	一张票，上面画着百雷交加的幻兽。交给加工屋后，他们会制作别有风味的防具。
917	炎王龙票	素材	7	一张票，上面画着坐镇炼狱的炎王龙。交给加工屋后，他们会制作别有特色的防具。
918	钢龙票	素材	7	一张票，上面画着支配天候的钢龙。交给加工屋后，他们会制作别有特色的防具。
919	灭尽龙票	素材	7	一张票，上面画着毁灭之化身灭尽龙。交给加工屋后，他们会制作别有风味的防具。
920	熔山龙票	素材	7	一张票，上面画着蹂躏大陆的熔山龙。交给加工屋后，他们会制作别有特色的防具。
921	冥灯龙票	素材	7	一张票，上面画着超越古龙的冥灯龙。交给加工屋后，他们会制作别有特色的防具。
922	黑色绷带	素材	5	使用以黑色光泽为其特征的怪物皮革所制成的道具。无法以正常管道获得。
923	黑水晶票	素材	5	可用来交换散发黑色光芒，彷佛会把人吸进去的石头的票券。无法以正常管道获得。
924	搔鸟票	素材	5	给予对搔鸟的调查有贡献者的票券，并附赠精致的素描画。
925	摇曳鳗票	素材	5	给予对摇曳鳗的调查有贡献者的票券，并附赠热情的生物调查员的亲笔插图。
926	HARDUMMY	素材	3	HARDUMMY
927	HARDUMMY	素材	5	HARDUMMY
928	洛克人票	素材	5	洛克人的合作活动票。可以生产用8位风格造型画出的特别随从装备。
929	HARDUMMY	素材	3	HARDUMMY
930	HARDUMMY	素材	5	HARDUMMY
931	HARDUMMY	素材	5	HARDUMMY
932	苍星碎片	素材	3	对于响应来自日本环球影城挑战的人所给予的特别素材。散发着苍蓝色的清澈光芒。
933	苍星宝玉	素材	5	给予通过来自日本环球影城考验者的特别素材。散发着奇迹般的苍蓝色光芒。
934	红魔魂石	素材	7	魔族的血浓缩而成的红色魔石。可以用来打造帅气的恶魔猎人装备。
935	名匠的设计图	素材	5	名匠画出的革新设计图。交给加工屋的话，他们会制作出前所未见而极具冲击性的大剑。
936	溶解的武器	素材	3	从绚辉龙身上剥落的武器。刀刃已经溶解，必须进行修复。<STYL MOJI_YELLOW_DEFAULT>（调查结束后鉴定）</STYL>
937	融合的武器	素材	4	从绚辉龙身上剥落的武器。有一部份因高温而与黄金融为一体。<STYL MOJI_YELLOW_DEFAULT>（调查结束后鉴定）</STYL>
938	升华的武器	素材	5	从绚辉龙身上剥落的武器。因与黄金融合而强化了材质。<STYL MOJI_YELLOW_DEFAULT>（调查结束后鉴定）</STYL>
939	黎明武士票	素材	3	给予协助进行特别调查任务者的票。交到调查资源管理所会有好事发生！？
940	烟火【开花】	物品	2	参加星辰祭【开花之宴】就能获得的烟火。连射九发为天空增添华丽的色彩！
941	烟火【纳凉】	物品	2	参加星辰祭【纳凉之宴】就能获得烟火。升起的超大烟花真是让人心情舒爽！
942	喷射烟火【丰收】	物品	2	参加星辰祭【丰收之宴】就能获得的喷射烟火。热烈地舞动吧！迷人的火焰！
943	烟火【闪耀】	物品	2	参加星辰祭【闪耀之宴】就能获得的烟火。在空中舞动，挥洒出奇幻光芒！
944	烟火【感谢】	物品	2	参加星辰祭【感谢之宴】就能获得的烟火。在空中描绘感谢的心。传达出这片心意吧…！
945	金鳞蝙蝠	换算道具	1	鳞片蝙蝠的伙伴。推测是为了混入金矿脉狩猎，而将身体的颜色进化为金色。
946	金箔鲎	换算道具	2	具有蓄积灭龙石习性的生物。解读并研究地脉流动的人们也密切关注中。
947	纯金鲎	换算道具	3	可蓄积大量灭龙石的生物。被视为是解开绚辉龙与地脉关系的关键。
948	铜馒头蟹	换算道具	2	以绚辉龙飞散的黄金片作为食物的生物。随着岁月的流逝，蟹壳的颜色更加闪耀着光芒。
