武器类型ID	武器类型	武器ID	武器名称	稀有度	模型类型	主模型地址	附件模型地址
3	太刀	167	隐密配剑	9	独立模型	wp/swo/swo015	
3	太刀	168	隐密配剑·改	9	独立模型	wp/swo/swo015	
3	太刀	169	夜刀【月影】	10	独立模型	wp/swo/swo015	
3	太刀	170	重刃爆锤1	9	组合模型	wp/swo/bs_swo003	wp/swo/parts/op_swo010
3	太刀	171	重刃爆锤2	9	组合模型	wp/swo/bs_swo003	wp/swo/parts/op_swo010
3	太刀	172	斩龙宝刀1	9	组合模型	wp/swo/bs_swo010	wp/swo/parts/op_swo019
3	太刀	173	斩龙宝刀2	9	组合模型	wp/swo/bs_swo010	wp/swo/parts/op_swo019
3	太刀	174	飞龙刀【樱花】	8	独立模型	wp/swo/swo028	
3	太刀	175	飞龙刀【樱花】·改	9	独立模型	wp/swo/swo028	
3	太刀	176	飞龙刀【月】	11	独立模型	wp/swo/swo022	
3	太刀	177	飞龙刀【蓝染】·改	9	独立模型	wp/swo/swo008	
3	太刀	178	飞龙刀【苍天】	9	独立模型	wp/swo/swo008	
3	太刀	179	飞龙刀【银】	11	独立模型	wp/swo/swo023	
3	太刀	180	大地镰状剑1	8	组合模型	wp/swo/bs_swo011	
3	太刀	181	大地镰状剑2	9	组合模型	wp/swo/bs_swo011	
3	太刀	182	大地镰状剑3	10	组合模型	wp/swo/bs_swo011	
3	太刀	183	严冰锋刃	10	组合模型	wp/swo/bs_swo012	
3	太刀	184	冰灵芒刃	11	组合模型	wp/swo/bs_swo012	
3	太刀	185	一虎刀	9	独立模型	wp/swo/swo014	
3	太刀	186	一虎刀·改	9	独立模型	wp/swo/swo014	
3	太刀	187	一虎刀【饿刃】	10	独立模型	wp/swo/swo014	
3	太刀	188	爆炎大刀	10	独立模型	wp/swo/swo012	
3	太刀	189	炸裂迸发爆炎刀	11	独立模型	wp/swo/swo012	
3	太刀	190	蛮颚龙之激牙1	8	组合模型	wp/swo/bs_swo011	wp/swo/parts/op_swo004
3	太刀	191	蛮颚龙之激牙2	9	组合模型	wp/swo/bs_swo011	wp/swo/parts/op_swo004
3	太刀	192	崩坏雷颚1	9	组合模型	wp/swo/bs_swo006	wp/swo/parts/op_swo014
3	太刀	193	崩坏雷颚2	9	组合模型	wp/swo/bs_swo006	wp/swo/parts/op_swo014
3	太刀	194	深土漫滩1	8	组合模型	wp/swo/bs_swo011	wp/swo/parts/op_swo002
3	太刀	195	深土漫滩2	9	组合模型	wp/swo/bs_swo011	wp/swo/parts/op_swo002
3	太刀	196	巨牛大太刀1	8	组合模型	wp/swo/bs_swo005	wp/swo/parts/op_swo021
3	太刀	197	巨牛大太刀2	9	组合模型	wp/swo/bs_swo005	wp/swo/parts/op_swo021
3	太刀	198	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	199	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	200	死灭帝侯尸刀	10	组合模型	wp/swo/bs_swo011	wp/swo/parts/op_swo015
3	太刀	201	罪罚偃月刀1	9	组合模型	wp/swo/bs_swo004	wp/swo/parts/op_swo020
3	太刀	202	罪罚偃月刀2	10	组合模型	wp/swo/bs_swo004	wp/swo/parts/op_swo020
3	太刀	203	飞雷龙大刀1	8	组合模型	wp/swo/bs_swo005	wp/swo/parts/op_swo003
3	太刀	204	飞雷龙大刀2	9	组合模型	wp/swo/bs_swo005	wp/swo/parts/op_swo003
3	太刀	205	朱赤麻痹牙1	8	组合模型	wp/swo/bs_swo006	wp/swo/parts/op_swo013
3	太刀	206	朱赤麻痹牙2	9	组合模型	wp/swo/bs_swo006	wp/swo/parts/op_swo013
3	太刀	207	冰凌幻光·改	9	独立模型	wp/swo/swo005	
3	太刀	208	霜漂幻光	9	独立模型	wp/swo/swo011	
3	太刀	209	仙子冰川	10	独立模型	wp/swo/swo011	
3	太刀	210	深黑崩坏者1	8	组合模型	wp/swo/bs_swo006	wp/swo/parts/op_swo006
3	太刀	211	深黑崩坏者2	9	组合模型	wp/swo/bs_swo006	wp/swo/parts/op_swo006
3	太刀	212	碎龙偃月刀1	9	组合模型	wp/swo/bs_swo005	wp/swo/parts/op_swo018
3	太刀	213	碎龙偃月刀2	9	组合模型	wp/swo/bs_swo005	wp/swo/parts/op_swo018
3	太刀	214	碎光之晓刀	11	独立模型	wp/swo/swo029	
3	太刀	215	封龙古刀1	9	组合模型	wp/swo/bs_swo011	
3	太刀	216	封龙古刀2	10	组合模型	wp/swo/bs_swo011	
3	太刀	217	行云流水－和光－	11	独立模型	wp/swo/swo017	
3	太刀	218	岩浆荣誉熔山刀	10	组合模型	wp/swo/bs_swo011	wp/swo/parts/op_swo012
3	太刀	219	水螅·柱头	10	独立模型	wp/swo/swo016	
3	太刀	220	暴君·柱头	11	独立模型	wp/swo/swo016	
3	太刀	221	炎帝王刀【海市蜃楼】	10	独立模型	wp/swo/swo002	
3	太刀	222	冥灯龙太刀改	11	组合模型	wp/swo/bs_swo003	wp/swo/parts/op_swo011
3	太刀	223	天上天下天地无双刀	10	独立模型	wp/swo/swo001	
3	太刀	224	业刀破灭	11	独立模型	wp/swo/swo018	
3	太刀	225	真·苍星的太刀【舞龙】	11	独立模型	wp/swo/swo010	
3	太刀	226	鬼薙刀	10	独立模型	wp/swo/swo024	
3	太刀	227	鬼神薙刀【阿修罗】	11	独立模型	wp/swo/swo025	
3	太刀	228	漆黑爪	10	独立模型	wp/swo/swo027	
3	太刀	229	漆黑爪【终焉】	11	独立模型	wp/swo/swo027	
3	太刀	230	魂焰龙刀·炎妃	11	组合模型	wp/swo/bs_swo009	
3	太刀	231	魂焰龙刀·灭尽	11	组合模型	wp/swo/bs_swo009	wp/swo/parts/op_swo005
3	太刀	232	魂焰龙刀·冥灯	11	组合模型	wp/swo/bs_swo009	wp/swo/parts/op_swo011
3	太刀	233	吼虎刀	10	独立模型	wp/swo/swo032	
3	太刀	234	吼虎刀【饿咬】	11	独立模型	wp/swo/swo032	
3	太刀	235	钢铁十字鎬【采掘狂】	9	独立模型	wp/swo/swo030	
3	太刀	236	超钢铁十字鎬【采掘鬼】	10	独立模型	wp/swo/swo030	
3	太刀	237	公会宫殿配刀	9	独立模型	wp/swo/swo031	
3	太刀	238	大鬼薙刀	11	独立模型	wp/swo/swo024	
3	太刀	239	亚铎霜锋	10	独立模型	wp/swo/swo033	
3	太刀	240	黑龙刀	10	独立模型	wp/swo/swo034	
3	太刀	241	黑龙歼灭刀	11	独立模型	wp/swo/swo034	
3	太刀	242	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	243	宫廷礼刀【将星】	11	独立模型	wp/swo/swo031	
3	太刀	244	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	245	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	246	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	247	赤龙闪光刃·火	11	独立模型 (冥赤武器)	wp/swo/swo026	
3	太刀	248	赤龙闪光刃·水	11	独立模型 (冥赤武器)	wp/swo/swo026	
3	太刀	249	赤龙闪光刃·冰	11	独立模型 (冥赤武器)	wp/swo/swo026	
3	太刀	250	赤龙闪光刃·雷	11	独立模型 (冥赤武器)	wp/swo/swo026	
3	太刀	251	赤龙闪光刃·龙	11	独立模型 (冥赤武器)	wp/swo/swo026	
3	太刀	252	赤龙闪光刃·毒	11	独立模型 (冥赤武器)	wp/swo/swo026	
3	太刀	253	赤龙闪光刃·麻痹	11	独立模型 (冥赤武器)	wp/swo/swo026	
3	太刀	254	赤龙闪光刃·睡眠	11	独立模型 (冥赤武器)	wp/swo/swo026	
3	太刀	255	赤龙闪光刃·爆破	11	独立模型 (冥赤武器)	wp/swo/swo026	
3	太刀	256	赤龙闪光刃·火	11	独立模型 (冥赤武器)	wp/swo/swo035	
3	太刀	257	赤龙闪光刃·水	11	独立模型 (冥赤武器)	wp/swo/swo035	
3	太刀	258	赤龙闪光刃·冰	11	独立模型 (冥赤武器)	wp/swo/swo035	
3	太刀	259	赤龙闪光刃·雷	11	独立模型 (冥赤武器)	wp/swo/swo035	
3	太刀	260	赤龙闪光刃·龙	11	独立模型 (冥赤武器)	wp/swo/swo035	
3	太刀	261	赤龙闪光刃·毒	11	独立模型 (冥赤武器)	wp/swo/swo035	
3	太刀	262	赤龙闪光刃·麻痹	11	独立模型 (冥赤武器)	wp/swo/swo035	
3	太刀	263	赤龙闪光刃·睡眠	11	独立模型 (冥赤武器)	wp/swo/swo035	
3	太刀	264	赤龙闪光刃·爆破	11	独立模型 (冥赤武器)	wp/swo/swo035	
3	太刀	265	金色的太刀·水	9	组合模型 (凯罗武器)	wp/swo/bs_swo007	
3	太刀	266	金色的太刀·毒	9	组合模型 (凯罗武器)	wp/swo/bs_swo007	
3	太刀	267	金色的太刀·麻痹	9	组合模型 (凯罗武器)	wp/swo/bs_swo007	
3	太刀	268	金色的太刀·搔	9	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo001
3	太刀	269	金色的太刀·泥鱼	9	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo002
3	太刀	270	金色的太刀·飞雷	9	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo003
3	太刀	271	金色的太刀·蛮颚	9	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo004
3	太刀	272	金色的太刀·黑甲	9	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo006
3	太刀	273	金色的太刀·眩	9	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo007
3	太刀	274	金色的太刀·风漂	9	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo008
3	太刀	275	金色的太刀·尸套	9	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo009
3	太刀	276	金色的太刀·爆锤	9	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo010
3	太刀	277	金色的太刀·熔山	9	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo012
3	太刀	278	铠罗剑·搔	10	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo001
3	太刀	279	铠罗剑·泥鱼	10	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo002
3	太刀	280	铠罗剑·飞雷	10	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo003
3	太刀	281	铠罗剑·蛮颚	10	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo004
3	太刀	282	铠罗剑·黑甲	10	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo006
3	太刀	283	铠罗剑·眩	10	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo007
3	太刀	284	铠罗剑·风漂	10	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo008
3	太刀	285	铠罗剑·尸套	10	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo009
3	太刀	286	铠罗剑·爆锤	10	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo010
3	太刀	287	铠罗剑·熔山	10	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo012
3	太刀	288	铠罗剑·水	11	组合模型 (凯罗武器)	wp/swo/bs_swo008	
3	太刀	289	铠罗剑·毒	11	组合模型 (凯罗武器)	wp/swo/bs_swo008	
3	太刀	290	铠罗剑·麻痹	11	组合模型 (凯罗武器)	wp/swo/bs_swo008	
3	太刀	291	铠罗剑·火	11	组合模型 (凯罗武器)	wp/swo/bs_swo008	
3	太刀	292	皇金太刀·飞雷	11	组合模型 (凯罗武器)	wp/swo/bs_swo013	wp/swo/parts/op_swo003
3	太刀	293	皇金太刀·风漂	11	组合模型 (凯罗武器)	wp/swo/bs_swo013	wp/swo/parts/op_swo008
3	太刀	294	皇金太刀·尸套	11	组合模型 (凯罗武器)	wp/swo/bs_swo013	wp/swo/parts/op_swo009
3	太刀	295	皇金太刀·熔山	11	组合模型 (凯罗武器)	wp/swo/bs_swo013	wp/swo/parts/op_swo012
3	太刀	296	皇金太刀·水	11	组合模型 (凯罗武器)	wp/swo/bs_swo014	
3	太刀	297	皇金太刀·火	11	组合模型 (凯罗武器)	wp/swo/bs_swo014	
3	太刀	298	皇金太刀·麻痹	11	组合模型 (凯罗武器)	wp/swo/bs_swo014	
3	太刀	299	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	300	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	301	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	302	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	303	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	304	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	305	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	306	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	307	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	308	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	309	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	310	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	311	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	312	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	313	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	314	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	315	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	316	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	317	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	318	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	319	Unavailable	0	组合模型	wp/swo/bs_swo001	
3	太刀	320	Unavailable	0	组合模型	wp/swo/bs_swo001	
4	大锤	0	Unavailable	0	组合模型	wp/ham/bs_ham001	
4	大锤	1	Unavailable	0	组合模型	wp/ham/bs_ham001	
4	大锤	2	Unavailable	0	组合模型	wp/ham/bs_ham001	
4	大锤	3	Unavailable	0	组合模型	wp/ham/bs_ham001	
4	大锤	4	Unavailable	0	组合模型	wp/ham/bs_ham001	
4	大锤	5	Unavailable	0	组合模型	wp/ham/bs_ham001	
4	大锤	6	Unavailable	0	组合模型	wp/ham/bs_ham001	
4	大锤	8	Unavailable	0	组合模型	wp/ham/bs_ham001	
4	大锤	10	铁锤1	0	组合模型	wp/ham/bs_ham001	
4	大锤	11	铁锤2	0	组合模型	wp/ham/bs_ham001	
4	大锤	12	铁锤3	1	组合模型	wp/ham/bs_ham001	
4	大锤	13	鬼铁1	2	组合模型	wp/ham/bs_ham002	
4	大锤	14	鬼铁2	3	组合模型	wp/ham/bs_ham002	
4	大锤	15	鬼铁3	4	组合模型	wp/ham/bs_ham002	
4	大锤	16	大鬼铁1	5	组合模型	wp/ham/bs_ham002	
4	大锤	17	大鬼铁2	5	组合模型	wp/ham/bs_ham002	
4	大锤	18	灭尽龙粉碎者	6	组合模型	wp/ham/bs_ham001	wp/ham/parts/op_ham005
4	大锤	19	溃灭一击	7	独立模型	wp/ham/ham004	
4	大锤	20	冰霜核心	3	独立模型	wp/ham/ham007	
4	大锤	21	冰霜核心改	5	独立模型	wp/ham/ham007	
4	大锤	22	恸泣冰河	6	独立模型	wp/ham/ham007	
4	大锤	23	水流锤1	1	组合模型	wp/ham/bs_ham002	
4	大锤	24	水流锤2	2	组合模型	wp/ham/bs_ham002	
4	大锤	25	水流锤3	3	组合模型	wp/ham/bs_ham002	
4	大锤	26	激流强锤1	4	组合模型	wp/ham/bs_ham001	
4	大锤	27	激流强锤2	5	组合模型	wp/ham/bs_ham001	
4	大锤	28	激流强锤3	5	组合模型	wp/ham/bs_ham001	
4	大锤	29	痹贼龙锤1	2	组合模型	wp/ham/bs_ham002	wp/ham/parts/op_ham006
4	大锤	30	痹贼龙锤2	3	组合模型	wp/ham/bs_ham002	wp/ham/parts/op_ham006
4	大锤	31	马拉多战锤1	4	组合模型	wp/ham/bs_ham001	wp/ham/parts/op_ham006
4	大锤	32	马拉多战锤2	5	组合模型	wp/ham/bs_ham001	wp/ham/parts/op_ham006
4	大锤	33	马拉多战锤3	5	组合模型	wp/ham/bs_ham001	wp/ham/parts/op_ham006
4	大锤	34	花朵锤1	1	组合模型	wp/ham/bs_ham001	wp/ham/parts/op_ham002
4	大锤	35	花朵锤2	2	组合模型	wp/ham/bs_ham001	wp/ham/parts/op_ham002
4	大锤	36	花朵锤3	3	组合模型	wp/ham/bs_ham001	wp/ham/parts/op_ham002
4	大锤	37	鲜艳花朵	4	独立模型	wp/ham/ham002	
4	大锤	38	花之女神	6	独立模型	wp/ham/ham002	
4	大锤	89	闪电锤1	2	组合模型	wp/ham/bs_ham001	
4	大锤	90	闪电锤2	3	组合模型	wp/ham/bs_ham001	
4	大锤	91	雷光强锤1	4	组合模型	wp/ham/bs_ham002	
4	大锤	92	雷光强锤2	5	组合模型	wp/ham/bs_ham002	
4	大锤	93	雷光强锤3	5	组合模型	wp/ham/bs_ham002	
4	大锤	39	岩骨锤1	0	组合模型	wp/ham/bs_ham003	
4	大锤	40	岩骨锤2	0	组合模型	wp/ham/bs_ham003	
4	大锤	41	岩骨锤3	1	组合模型	wp/ham/bs_ham003	
4	大锤	42	重岩骨锤1	2	组合模型	wp/ham/bs_ham003	
4	大锤	43	重岩骨锤2	3	组合模型	wp/ham/bs_ham003	
4	大锤	44	重岩骨锤3	4	组合模型	wp/ham/bs_ham003	
4	大锤	45	大地之岩1	5	组合模型	wp/ham/bs_ham003	
4	大锤	46	大地之岩2	5	组合模型	wp/ham/bs_ham003	
4	大锤	47	尸套龙大锤	6	组合模型	wp/ham/bs_ham003	wp/ham/parts/op_ham008
4	大锤	48	恶灵祸根	7	独立模型	wp/ham/ham005	
4	大锤	49	锐骨锤1	2	组合模型	wp/ham/bs_ham004	wp/ham/parts/op_ham007
4	大锤	50	锐骨锤2	3	组合模型	wp/ham/bs_ham004	wp/ham/parts/op_ham007
4	大锤	51	骨锤龙击锤1	4	组合模型	wp/ham/bs_ham003	wp/ham/parts/op_ham007
4	大锤	52	骨锤龙击锤2	5	组合模型	wp/ham/bs_ham003	wp/ham/parts/op_ham007
4	大锤	53	骨锤龙击锤3	5	组合模型	wp/ham/bs_ham003	wp/ham/parts/op_ham007
4	大锤	54	爆锤破坏者1	5	组合模型	wp/ham/bs_ham003	wp/ham/parts/op_ham010
4	大锤	55	爆锤破坏者2	6	组合模型	wp/ham/bs_ham003	wp/ham/parts/op_ham010
4	大锤	56	搔鸟钉锤1	1	组合模型	wp/ham/bs_ham003	wp/ham/parts/op_ham001
4	大锤	57	搔鸟钉锤2	2	组合模型	wp/ham/bs_ham003	wp/ham/parts/op_ham001
4	大锤	58	搔鸟钉锤3	3	组合模型	wp/ham/bs_ham003	wp/ham/parts/op_ham001
4	大锤	59	冲击钉锤1	4	组合模型	wp/ham/bs_ham004	wp/ham/parts/op_ham001
4	大锤	60	冲击钉锤2	5	组合模型	wp/ham/bs_ham004	wp/ham/parts/op_ham001
4	大锤	61	冲击钉锤3	5	组合模型	wp/ham/bs_ham004	wp/ham/parts/op_ham001
4	大锤	62	铜头锤1	3	组合模型	wp/ham/bs_ham003	wp/ham/parts/op_ham009
4	大锤	63	铜头锤2	4	组合模型	wp/ham/bs_ham003	wp/ham/parts/op_ham009
4	大锤	64	爆锤战锤1	5	组合模型	wp/ham/bs_ham004	wp/ham/parts/op_ham009
4	大锤	65	爆锤战锤2	6	组合模型	wp/ham/bs_ham004	wp/ham/parts/op_ham009
4	大锤	67	土砂龙链枷1	1	组合模型	wp/ham/bs_ham003	wp/ham/parts/op_ham003
4	大锤	68	土砂龙链枷2	2	组合模型	wp/ham/bs_ham003	wp/ham/parts/op_ham003
4	大锤	69	土砂龙链枷3	3	组合模型	wp/ham/bs_ham003	wp/ham/parts/op_ham003
4	大锤	70	土砂龙破坏者1	4	组合模型	wp/ham/bs_ham004	wp/ham/parts/op_ham003
4	大锤	71	土砂龙破坏者2	5	组合模型	wp/ham/bs_ham004	wp/ham/parts/op_ham003
4	大锤	72	土砂龙破坏者3	5	组合模型	wp/ham/bs_ham004	wp/ham/parts/op_ham003
4	大锤	73	火炎战锤1	2	组合模型	wp/ham/bs_ham003	wp/ham/parts/op_ham004
4	大锤	74	火炎战锤2	3	组合模型	wp/ham/bs_ham003	wp/ham/parts/op_ham004
4	大锤	75	蛮颚龙战锤1	4	组合模型	wp/ham/bs_ham004	wp/ham/parts/op_ham004
4	大锤	76	蛮颚龙战锤2	5	组合模型	wp/ham/bs_ham004	wp/ham/parts/op_ham004
4	大锤	77	蛮颚龙战锤3	5	组合模型	wp/ham/bs_ham004	wp/ham/parts/op_ham004
4	大锤	78	龙骨大锤1	2	组合模型	wp/ham/bs_ham003	
4	大锤	79	龙骨大锤2	3	组合模型	wp/ham/bs_ham003	
4	大锤	80	龙骨大锤3	5	组合模型	wp/ham/bs_ham003	
4	大锤	94	熔山龙爆锤	4	独立模型	wp/ham/ham006	
4	大锤	81	活火激发熔山龙爆锤	7	独立模型	wp/ham/ham006	
4	大锤	82	黑钢锤1	4	组合模型	wp/ham/bs_ham002	
4	大锤	83	黑钢锤2	5	组合模型	wp/ham/bs_ham002	
4	大锤	84	钢冰棍	6	独立模型	wp/ham/ham001	
4	大锤	85	巨大钢龙锤	7	独立模型	wp/ham/ham001	
4	大锤	86	冥灯龙大锤	7	组合模型	wp/ham/bs_ham001	wp/ham/parts/op_ham011
4	大锤	87	牢狱锤	5	独立模型	wp/ham/ham003	
4	大锤	88	电击锤	7	独立模型	wp/ham/ham003	
4	大锤	100	混沌之锤	5	独立模型	wp/ham/ham008	
4	大锤	101	混沌猛击	6	独立模型	wp/ham/ham008	
4	大锤	102	金色的锤子·水	5	组合模型 (凯罗武器)	wp/ham/bs_ham005	
4	大锤	103	金色的锤子·冰	5	组合模型 (凯罗武器)	wp/ham/bs_ham005	
4	大锤	104	金色的锤子·雷	5	组合模型 (凯罗武器)	wp/ham/bs_ham005	
4	大锤	105	金色的锤子·搔	5	组合模型 (凯罗武器)	wp/ham/bs_ham005	wp/ham/parts/op_ham001
4	大锤	106	金色的锤子·毒妖	5	组合模型 (凯罗武器)	wp/ham/bs_ham005	wp/ham/parts/op_ham002
4	大锤	107	金色的锤子·土砂	5	组合模型 (凯罗武器)	wp/ham/bs_ham005	wp/ham/parts/op_ham003
4	大锤	108	金色的锤子·蛮颚	5	组合模型 (凯罗武器)	wp/ham/bs_ham005	wp/ham/parts/op_ham004
4	大锤	109	金色的锤子·痹贼	5	组合模型 (凯罗武器)	wp/ham/bs_ham005	wp/ham/parts/op_ham006
4	大锤	110	金色的锤子·骨锤	5	组合模型 (凯罗武器)	wp/ham/bs_ham005	wp/ham/parts/op_ham007
4	大锤	111	金色的锤子·尸套	5	组合模型 (凯罗武器)	wp/ham/bs_ham005	wp/ham/parts/op_ham008
4	大锤	112	金色的锤子·角	5	组合模型 (凯罗武器)	wp/ham/bs_ham005	wp/ham/parts/op_ham009
4	大锤	113	金色的锤子·爆锤	5	组合模型 (凯罗武器)	wp/ham/bs_ham005	wp/ham/parts/op_ham010
4	大锤	114	铠罗大锤·搔	6	组合模型 (凯罗武器)	wp/ham/bs_ham006	wp/ham/parts/op_ham001
4	大锤	115	铠罗大锤·毒妖	6	组合模型 (凯罗武器)	wp/ham/bs_ham006	wp/ham/parts/op_ham002
4	大锤	116	铠罗大锤·土砂	6	组合模型 (凯罗武器)	wp/ham/bs_ham006	wp/ham/parts/op_ham003
4	大锤	117	铠罗大锤·蛮颚	6	组合模型 (凯罗武器)	wp/ham/bs_ham006	wp/ham/parts/op_ham004
4	大锤	118	铠罗大锤·痹贼	6	组合模型 (凯罗武器)	wp/ham/bs_ham006	wp/ham/parts/op_ham006
4	大锤	119	铠罗大锤·骨锤	6	组合模型 (凯罗武器)	wp/ham/bs_ham006	wp/ham/parts/op_ham007
4	大锤	120	铠罗大锤·尸套	6	组合模型 (凯罗武器)	wp/ham/bs_ham006	wp/ham/parts/op_ham008
4	大锤	121	铠罗大锤·角	6	组合模型 (凯罗武器)	wp/ham/bs_ham006	wp/ham/parts/op_ham009
4	大锤	122	铠罗大锤·爆锤	6	组合模型 (凯罗武器)	wp/ham/bs_ham006	wp/ham/parts/op_ham010
4	大锤	123	铠罗大锤·水	7	组合模型 (凯罗武器)	wp/ham/bs_ham006	
4	大锤	124	铠罗大锤·冰	7	组合模型 (凯罗武器)	wp/ham/bs_ham006	
4	大锤	125	铠罗大锤·雷	7	组合模型 (凯罗武器)	wp/ham/bs_ham006	
4	大锤	126	皇后链锤	6	组合模型	wp/ham/bs_ham007	
4	大锤	127	皇后链锤·炎妃	7	组合模型	wp/ham/bs_ham007	
4	大锤	128	皇后链锤·灭尽	7	组合模型	wp/ham/bs_ham007	wp/ham/parts/op_ham005
4	大锤	129	皇后链锤·冥灯	7	组合模型	wp/ham/bs_ham007	wp/ham/parts/op_ham011
4	大锤	130	钢针锤	2	独立模型	wp/ham/ham018	
4	大锤	131	硬梆梆的怨气	6	独立模型	wp/ham/ham018	
4	大锤	132	铠罗大锤·睡眠	7	组合模型 (凯罗武器)	wp/ham/bs_ham006	
4	大锤	133	皇金锤·痹贼	7	组合模型 (凯罗武器)	wp/ham/bs_ham011	wp/ham/parts/op_ham006
4	大锤	134	皇金锤·尸套	7	组合模型 (凯罗武器)	wp/ham/bs_ham011	wp/ham/parts/op_ham008
4	大锤	135	皇金锤·爆锤	7	组合模型 (凯罗武器)	wp/ham/bs_ham011	wp/ham/parts/op_ham010
4	大锤	136	皇金锤·水	7	组合模型 (凯罗武器)	wp/ham/bs_ham012	
4	大锤	137	皇金锤·冰	7	组合模型 (凯罗武器)	wp/ham/bs_ham012	
4	大锤	138	皇金锤·雷	7	组合模型 (凯罗武器)	wp/ham/bs_ham012	
4	大锤	139	皇金锤·爆破	7	组合模型 (凯罗武器)	wp/ham/bs_ham012	
4	大锤	140	防卫队钢铁制战锤1	0	组合模型	wp/ham/bs_ham002	
4	大锤	141	防卫队钢铁制战锤2	2	组合模型	wp/ham/bs_ham002	
4	大锤	142	防卫队钢铁制战锤3	4	组合模型	wp/ham/bs_ham002	
4	大锤	143	防卫队钢铁制战锤4	5	组合模型	wp/ham/bs_ham002	
4	大锤	144	防卫队钢铁制战锤5	6	组合模型	wp/ham/bs_ham002	
4	大锤	145	Unavailable	0	组合模型	wp/ham/bs_ham001	
4	大锤	146	Unavailable	0	组合模型	wp/ham/bs_ham001	
4	大锤	147	Unavailable	0	组合模型	wp/ham/bs_ham001	
4	大锤	148	Unavailable	0	组合模型	wp/ham/bs_ham001	
4	大锤	149	Unavailable	0	组合模型	wp/ham/bs_ham001	
4	大锤	150	黑铁1	8	组合模型	wp/ham/bs_ham002	
4	大锤	151	黑铁2	9	组合模型	wp/ham/bs_ham002	
4	大锤	152	黑铁3	10	组合模型	wp/ham/bs_ham002	
4	大锤	153	红色冲击	9	独立模型	wp/ham/ham022	
4	大锤	154	火龙碎弗拉冈	9	独立模型	wp/ham/ham022	
4	大锤	155	星碎陨落	11	独立模型	wp/ham/ham023	
4	大锤	156	溃灭一击【坏】	11	独立模型	wp/ham/ham011	
4	大锤	157	恸泣冰河·改	9	独立模型	wp/ham/ham007	
4	大锤	158	冰铁毁坏	10	独立模型	wp/ham/ham007	
4	大锤	159	激流强锤4	8	组合模型	wp/ham/bs_ham001	
4	大锤	160	水流花仙	8	独立模型	wp/ham/ham009	
