武器类型ID	武器类型	武器ID	武器名称	稀有度	模型类型	主模型地址	附件模型地址
2	双剑	192	龙气狱爪	4	组合模型	wp/sou/sou003	
2	双剑	193	狼牙双爪【血狱】	5	组合模型	wp/sou/sou003	
2	双剑	194	泥岩龙密丛1	6	组合模型	wp/sou/sou003	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	207	碎光之双闪	8	组合模型	wp/sou/sou010	
2	双剑	209	飞雷龙锲刀2	9	组合模型	wp/sou/sou010	
2	双剑	210	朱赤毒之爪1	10	组合模型	wp/sou/sou010	
2	双剑	211	朱赤毒之爪2	9	独立模型	wp/sou/sou014	
2	双剑	213	铁扇【狼】	10	独立模型	wp/sou/sou014	
2	双剑	214	罪【真】·改	11	独立模型	wp/sou/sou011	
2	双剑	216	冥府锁镰	8	组合模型	wp/sou/sou010	wp/sou/parts/op_sou007
2	双剑	218	封龙剑【真绝一门】	9	组合模型	wp/sou/sou010	wp/sou/parts/op_sou007
2	双剑	219	封龙剑【极绝一门】	9	组合模型	wp/sou/sou002	wp/sou/parts/op_sou018
2	双剑	221	岩浆利爪熔山双剑	9	组合模型	wp/sou/sou002	wp/sou/parts/op_sou018
2	双剑	222	双雷宝剑【麒麟儿】	10	独立模型	wp/sou/sou010	
2	双剑	224	冥灯龙双剑改	11	独立模型	wp/sou/sou010	
2	双剑	225	业双刃冲动	9	独立模型	wp/sou/sou012	
2	双剑	227	斗鬼【高丸】	9	独立模型	wp/sou/sou012	
2	双剑	228	鬼神斗拳【狱杀】	10	独立模型	wp/sou/sou012	
2	双剑	229	Unavailable	8	组合模型	wp/sou/sou010	wp/sou/parts/op_sou001
2	双剑	231	魂焰双刃·炎妃	9	组合模型	wp/sou/sou010	wp/sou/parts/op_sou001
2	双剑	232	魂焰双刃·灭尽	9	组合模型	wp/sou/sou003	wp/sou/parts/op_sou017
2	双剑	234	劫难链剑	9	组合模型	wp/sou/sou003	wp/sou/parts/op_sou017
2	双剑	235	锋利锐刃	9	独立模型	wp/sou/sou021	
2	双剑	237	公会宫殿军刀	9	独立模型	wp/sou/sou021	
2	双剑	238	斗神鬼【大岳丸】	11	独立模型	wp/sou/sou022	
2	双剑	240	Unavailable	8	独立模型	wp/sou/sou027	
2	双剑	242	Unavailable	9	独立模型	wp/sou/sou027	
2	双剑	243	Unavailable	10	独立模型	wp/sou/sou027	
2	双剑	244	Unavailable	8	组合模型	wp/sou/sou011	
2	双剑	246	Unavailable	9	组合模型	wp/sou/sou011	
2	双剑	247	宫廷双骑【救星】	10	组合模型	wp/sou/sou011	
2	双剑	248	Unavailable	10	组合模型	wp/sou/sou012	
2	双剑	250	Unavailable	11	组合模型	wp/sou/sou012	
2	双剑	251	赤龙舞爪·火	8	组合模型	wp/sou/sou011	wp/sou/parts/op_sou004
2	双剑	253	赤龙舞爪·冰	9	组合模型	wp/sou/sou011	wp/sou/parts/op_sou004
2	双剑	254	赤龙舞爪·雷	9	组合模型	wp/sou/sou004	wp/sou/parts/op_sou015
2	双剑	256	赤龙舞爪·毒	9	组合模型	wp/sou/sou004	wp/sou/parts/op_sou015
2	双剑	257	赤龙舞爪·麻痹	9	组合模型	wp/sou/sou006	wp/sou/parts/op_sou009
2	双剑	258	赤龙舞爪·睡眠	9	组合模型	wp/sou/sou006	wp/sou/parts/op_sou024
2	双剑	260	赤龙舞爪·火	8	组合模型	wp/sou/sou006	wp/sou/parts/op_sou020
2	双剑	262	赤龙舞爪·冰	9	组合模型	wp/sou/sou006	wp/sou/parts/op_sou020
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	265	赤龙舞爪·毒	9	独立模型	wp/sou/sou018	
2	双剑	267	赤龙舞爪·睡眠	10	独立模型	wp/sou/sou018	
2	双剑	268	赤龙舞爪·爆破	11	独立模型	wp/sou/sou018	
2	双剑	269	吉薇艾儿＋	10	独立模型	wp/sou/sou019	
2	双剑	271	金色的双剑·冰	11	独立模型	wp/sou/sou019	
2	双剑	272	金色的双剑·毒	8	组合模型	wp/sou/sou011	wp/sou/parts/op_sou002
2	双剑	274	金色的双剑·泥鱼	9	组合模型	wp/sou/sou011	wp/sou/parts/op_sou002
2	双剑	275	金色的双剑·飞雷	8	组合模型	wp/sou/sou005	wp/sou/parts/op_sou013
2	双剑	277	金色的双剑·黑甲	9	组合模型	wp/sou/sou005	wp/sou/parts/op_sou013
2	双剑	278	金色的双剑·眩	9	组合模型	wp/sou/sou005	wp/sou/parts/op_sou010
2	双剑	280	金色的双剑·角	9	组合模型	wp/sou/sou005	wp/sou/parts/op_sou010
2	双剑	281	金色的双剑·熔岩	9	独立模型	wp/sou/sou013	
2	双剑	283	铠罗小刀·搔	9	独立模型	wp/sou/sou013	
2	双剑	284	铠罗小刀·泥鱼	10	独立模型	wp/sou/sou013	
2	双剑	286	铠罗小刀·蛮颚	8	组合模型	wp/sou/sou011	wp/sou/parts/op_sou006
2	双剑	288	铠罗小刀·眩	9	组合模型	wp/sou/sou011	wp/sou/parts/op_sou006
2	双剑	289	铠罗小刀·惨爪	9	组合模型	wp/sou/sou006	wp/sou/parts/op_sou019
2	双剑	291	铠罗小刀·熔岩	9	组合模型	wp/sou/sou006	wp/sou/parts/op_sou019
2	双剑	292	铠罗小刀·熔山	11	独立模型	wp/sou/sou035	
2	双剑	294	铠罗小刀·冰	8	组合模型	wp/sou/sou011	wp/sou/parts/op_sou003
2	双剑	296	铠罗小刀·火	9	组合模型	wp/sou/sou011	wp/sou/parts/op_sou003
2	双剑	297	皇金双剑·飞雷	8	组合模型	wp/sou/sou004	wp/sou/parts/op_sou014
2	双剑	299	皇金双剑·熔山	9	组合模型	wp/sou/sou004	wp/sou/parts/op_sou014
2	双剑	300	皇金双剑·黑甲	9	独立模型	wp/sou/sou020	
2	双剑	302	皇金双剑·冰	10	独立模型	wp/sou/sou020	
2	双剑	303	皇金双剑·龙	9	独立模型	wp/sou/sou005	
2	双剑	304	Unavailable	9	独立模型	wp/sou/sou005	
2	双剑	305	Unavailable	9	独立模型	wp/sou/sou009	
2	双剑	307	Unavailable	10	独立模型	wp/sou/sou009	
2	双剑	308	Unavailable	9	独立模型	wp/sou/sou007	
2	双剑	309	Unavailable	10	独立模型	wp/sou/sou007	
2	双剑	310	Unavailable	11	独立模型	wp/sou/sou015	
2	双剑	312	Unavailable	10	组合模型	wp/sou/sou011	wp/sou/parts/op_sou012
2	双剑	314	Unavailable	10	独立模型	wp/sou/sou002	
2	双剑	315	Unavailable	10	独立模型	wp/sou/sou001	
2	双剑	316	Unavailable	11	组合模型	wp/sou/sou001	wp/sou/parts/op_sou011
2	双剑	317	Unavailable	11	独立模型	wp/sou/sou016	
2	双剑	319	Unavailable	10	独立模型	wp/sou/sou017	
2	双剑	320	Unavailable	10	独立模型	wp/sou/sou023	
2	双剑	322	Unavailable	11	独立模型	wp/sou/sou024	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	327	Unavailable	11	组合模型	wp/sou/sou009	
2	双剑	328	Unavailable	11	组合模型	wp/sou/sou009	wp/sou/parts/op_sou005
2	双剑	329	Unavailable	11	组合模型	wp/sou/sou009	wp/sou/parts/op_sou011
2	双剑	330	Unavailable	10	组合模型	wp/sou/sou003	wp/sou/parts/op_sou022
2	双剑	332	Unavailable	8	独立模型	wp/sou/sou028	
2	双剑	334	Unavailable	10	独立模型	wp/sou/sou028	
2	双剑	335	Unavailable	9	独立模型	wp/sou/sou030	
2	双剑	337	Unavailable	11	独立模型	wp/sou/sou023	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	353	Unavailable	11	独立模型	wp/sou/sou030	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	360	Unavailable	11	独立模型 (冥赤武器)	wp/sou/sou025	
2	双剑	362	Unavailable	11	独立模型 (冥赤武器)	wp/sou/sou025	
2	双剑	363	Unavailable	11	独立模型 (冥赤武器)	wp/sou/sou025	
2	双剑	364	Unavailable	11	独立模型 (冥赤武器)	wp/sou/sou025	
2	双剑	365	Unavailable	11	独立模型 (冥赤武器)	wp/sou/sou025	
2	双剑	366	Unavailable	11	独立模型 (冥赤武器)	wp/sou/sou025	
2	双剑	367	Unavailable	11	独立模型 (冥赤武器)	wp/sou/sou025	
2	双剑	368	Unavailable	11	独立模型 (冥赤武器)	wp/sou/sou025	
2	双剑	369	Unavailable	11	独立模型 (冥赤武器)	wp/sou/sou025	
2	双剑	360	Unavailable	11	独立模型 (冥赤武器)	wp/sou/sou034	
2	双剑	362	Unavailable	11	独立模型 (冥赤武器)	wp/sou/sou034	
2	双剑	363	Unavailable	11	独立模型 (冥赤武器)	wp/sou/sou034	
2	双剑	364	Unavailable	11	独立模型 (冥赤武器)	wp/sou/sou034	
2	双剑	365	Unavailable	11	独立模型 (冥赤武器)	wp/sou/sou034	
2	双剑	366	Unavailable	11	独立模型 (冥赤武器)	wp/sou/sou034	
2	双剑	367	Unavailable	11	独立模型 (冥赤武器)	wp/sou/sou034	
2	双剑	368	Unavailable	11	独立模型 (冥赤武器)	wp/sou/sou034	
2	双剑	369	Unavailable	11	独立模型 (冥赤武器)	wp/sou/sou034	
2	双剑	379	Unavailable	11	独立模型	wp/sou/sou029	
2	双剑	137	皇金双剑·龙	9	组合模型 (凯罗武器)	wp/sou/bs_sou007	
2	双剑	139	防卫队机械式双锯1	9	组合模型 (凯罗武器)	wp/sou/bs_sou007	
2	双剑	140	防卫队机械式双锯2	9	组合模型 (凯罗武器)	wp/sou/bs_sou007	
2	双剑	141	防卫队机械式双锯3	9	组合模型 (凯罗武器)	wp/sou/bs_sou007	wp/sou/parts/op_sou001
2	双剑	143	防卫队机械式双锯5	9	组合模型 (凯罗武器)	wp/sou/bs_sou007	wp/sou/parts/op_sou002
2	双剑	144	Unavailable	9	组合模型 (凯罗武器)	wp/sou/bs_sou007	wp/sou/parts/op_sou003
2	双剑	145	Unavailable	9	组合模型 (凯罗武器)	wp/sou/bs_sou007	wp/sou/parts/op_sou004
2	双剑	146	Unavailable	9	组合模型 (凯罗武器)	wp/sou/bs_sou007	wp/sou/parts/op_sou006
2	双剑	147	Unavailable	9	组合模型 (凯罗武器)	wp/sou/bs_sou007	wp/sou/parts/op_sou007
2	双剑	148	Unavailable	9	组合模型 (凯罗武器)	wp/sou/bs_sou007	wp/sou/parts/op_sou008
2	双剑	149	Unavailable	9	组合模型 (凯罗武器)	wp/sou/bs_sou007	wp/sou/parts/op_sou009
2	双剑	150	铬钢十字1	9	组合模型 (凯罗武器)	wp/sou/bs_sou007	wp/sou/parts/op_sou010
2	双剑	151	铬钢十字2	9	组合模型 (凯罗武器)	wp/sou/bs_sou007	wp/sou/parts/op_sou012
2	双剑	152	铬钢十字3	10	组合模型 (凯罗武器)	wp/sou/bs_sou008	wp/sou/parts/op_sou001
2	双剑	154	岩窟硫斩双刃	10	组合模型 (凯罗武器)	wp/sou/bs_sou008	wp/sou/parts/op_sou002
2	双剑	155	残灭之爪【鬼】	10	组合模型 (凯罗武器)	wp/sou/bs_sou008	wp/sou/parts/op_sou003
2	双剑	156	十字对剑1	10	组合模型 (凯罗武器)	wp/sou/bs_sou008	wp/sou/parts/op_sou004
2	双剑	157	十字对剑2	10	组合模型 (凯罗武器)	wp/sou/bs_sou008	wp/sou/parts/op_sou006
2	双剑	158	隐密直柄斧1	10	组合模型 (凯罗武器)	wp/sou/bs_sou008	wp/sou/parts/op_sou007
2	双剑	159	隐密直柄斧2	10	组合模型 (凯罗武器)	wp/sou/bs_sou008	wp/sou/parts/op_sou008
2	双剑	160	爆炎双战斧	10	组合模型 (凯罗武器)	wp/sou/bs_sou008	wp/sou/parts/op_sou009
2	双剑	161	爆炎双斧燋烁	10	组合模型 (凯罗武器)	wp/sou/bs_sou008	wp/sou/parts/op_sou010
2	双剑	162	暗雾蕴剑	10	组合模型 (凯罗武器)	wp/sou/bs_sou008	wp/sou/parts/op_sou012
2	双剑	163	暗雾蕴剑·改	11	组合模型 (凯罗武器)	wp/sou/bs_sou008	
2	双剑	165	巢穴暴风1	11	组合模型 (凯罗武器)	wp/sou/bs_sou008	
2	双剑	166	巢穴暴风2	11	组合模型 (凯罗武器)	wp/sou/bs_sou008	
2	双剑	178	严冰羽翎	11	组合模型 (凯罗武器)	wp/sou/bs_sou008	
2	双剑	179	冰圣幽冥	11	组合模型 (凯罗武器)	wp/sou/bs_sou013	wp/sou/parts/op_sou003
2	双剑	181	蛮颚龙之烈爪2	11	组合模型 (凯罗武器)	wp/sou/bs_sou013	wp/sou/parts/op_sou004
2	双剑	182	旋风雷颚1	11	组合模型 (凯罗武器)	wp/sou/bs_sou013	wp/sou/parts/op_sou012
2	双剑	183	旋风雷颚2	11	组合模型 (凯罗武器)	wp/sou/bs_sou013	wp/sou/parts/op_sou006
2	双剑	184	爆锤棍棒3	11	组合模型 (凯罗武器)	wp/sou/bs_sou014	
2	双剑	185	命运棍棒	11	组合模型 (凯罗武器)	wp/sou/bs_sou014	
2	双剑	186	巨牛大骨1	11	组合模型 (凯罗武器)	wp/sou/bs_sou014	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	10	铁刀1	0	组合模型	wp/swo/swo001	
3	太刀	12	铁刀3	0	组合模型	wp/swo/swo001	
3	太刀	13	铁刀【禊】1	1	组合模型	wp/swo/swo001	
3	太刀	14	铁刀【禊】2	2	组合模型	wp/swo/swo001	
3	太刀	16	铁刀【神乐】1	3	组合模型	wp/swo/swo001	
3	太刀	17	铁刀【神乐】2	4	组合模型	wp/swo/swo001	
3	太刀	18	灭尽龙太刀	5	组合模型	wp/swo/swo001	
3	太刀	20	眩刀【摇】1	5	组合模型	wp/swo/swo001	
3	太刀	21	眩刀【摇】2	6	组合模型	wp/swo/swo003	wp/swo/parts/op_swo005
3	太刀	23	眩惑刀【闪】2	7	独立模型	wp/swo/swo004	
3	太刀	25	星空太刀1	2	组合模型	wp/swo/swo001	wp/swo/parts/op_swo007
3	太刀	27	星空太刀3	3	组合模型	wp/swo/swo001	wp/swo/parts/op_swo007
3	太刀	28	星空迅刀1	4	组合模型	wp/swo/swo003	wp/swo/parts/op_swo007
3	太刀	30	星空迅刀3	5	组合模型	wp/swo/swo003	wp/swo/parts/op_swo007
3	太刀	31	爆锤太刀1	5	组合模型	wp/swo/swo003	wp/swo/parts/op_swo007
3	太刀	32	爆锤太刀2	1	组合模型	wp/swo/swo001	wp/swo/parts/op_swo001
3	太刀	34	飞龙刀【翠】	2	组合模型	wp/swo/swo001	wp/swo/parts/op_swo001
3	太刀	35	飞龙刀【葵】	3	组合模型	wp/swo/swo001	wp/swo/parts/op_swo001
3	太刀	36	Unavailable	4	组合模型	wp/swo/swo002	wp/swo/parts/op_swo001
3	太刀	38	飞龙刀【朱】	5	组合模型	wp/swo/swo002	wp/swo/parts/op_swo001
3	太刀	39	飞龙刀【苍】	5	组合模型	wp/swo/swo002	wp/swo/parts/op_swo001
3	太刀	40	飞龙刀【蓝染】	5	组合模型	wp/swo/swo002	wp/swo/parts/op_swo010
3	太刀	42	骨制弯刀2	6	组合模型	wp/swo/swo002	wp/swo/parts/op_swo010
3	太刀	43	骨制弯刀3	2	独立模型	wp/swo/swo007	
3	太刀	45	硬骨弯刀2	4	独立模型	wp/swo/swo007	
3	太刀	46	硬骨弯刀3	6	独立模型	wp/swo/swo007	
3	太刀	47	骨镰1	3	独立模型	wp/swo/swo003	
3	太刀	49	爆鳞大刀	5	独立模型	wp/swo/swo003	
3	太刀	50	爆鳞刀赤红利刃	6	独立模型	wp/swo/swo008	
3	太刀	52	火炎弯刀2	7	独立模型	wp/swo/swo008	
3	太刀	53	蛮颚龙偃月刀1	0	组合模型	wp/swo/swo004	
3	太刀	55	蛮颚龙偃月刀3	0	组合模型	wp/swo/swo004	
3	太刀	56	泥鱼龙弯刀1	1	组合模型	wp/swo/swo004	
3	太刀	57	泥鱼龙弯刀2	2	组合模型	wp/swo/swo004	
3	太刀	59	深土太刀1	3	组合模型	wp/swo/swo004	
3	太刀	60	深土太刀2	4	组合模型	wp/swo/swo004	
3	太刀	61	深土太刀3	5	组合模型	wp/swo/swo006	
3	太刀	63	尸套龙太刀2	5	组合模型	wp/swo/swo006	
3	太刀	64	脉冲弯刀1	5	独立模型	wp/swo/swo006	
3	太刀	66	脉冲弯刀3	7	独立模型	wp/swo/swo006	
3	太刀	67	飞雷龙之牙1	2	组合模型	wp/swo/swo004	wp/swo/parts/op_swo004
3	太刀	69	飞雷龙之牙3	3	组合模型	wp/swo/swo004	wp/swo/parts/op_swo004
3	太刀	70	优雅弯刀1	4	组合模型	wp/swo/swo005	wp/swo/parts/op_swo004
3	太刀	72	流星刀	5	组合模型	wp/swo/swo005	wp/swo/parts/op_swo004
3	太刀	73	幻光刀	5	组合模型	wp/swo/swo005	wp/swo/parts/op_swo004
3	太刀	74	黑色弯刀1	1	组合模型	wp/swo/swo004	wp/swo/parts/op_swo002
3	太刀	76	黑色偃月刀1	2	组合模型	wp/swo/swo004	wp/swo/parts/op_swo002
3	太刀	77	黑色偃月刀2	3	组合模型	wp/swo/swo004	wp/swo/parts/op_swo002
3	太刀	78	黑色偃月刀3	4	组合模型	wp/swo/swo006	wp/swo/parts/op_swo002
3	太刀	80	龙骨刀2	5	组合模型	wp/swo/swo006	wp/swo/parts/op_swo002
3	太刀	81	龙骨刀3	5	组合模型	wp/swo/swo006	wp/swo/parts/op_swo002
3	太刀	82	熔山龙太刀2	6	组合模型	wp/swo/swo006	wp/swo/parts/op_swo009
3	太刀	84	黑钢太刀2	6	组合模型	wp/swo/swo006	wp/swo/parts/op_swo009
3	太刀	85	帝王刀	1	组合模型	wp/swo/swo004	wp/swo/parts/op_swo003
3	太刀	87	冥灯龙太刀	2	组合模型	wp/swo/swo004	wp/swo/parts/op_swo003
3	太刀	88	天下无双刀	3	组合模型	wp/swo/swo004	wp/swo/parts/op_swo003
3	太刀	89	天上天下无双刀	4	组合模型	wp/swo/swo006	wp/swo/parts/op_swo003
3	太刀	91	残酷痛苦太刀	5	组合模型	wp/swo/swo006	wp/swo/parts/op_swo003
3	太刀	92	悲惨痛苦太刀	5	组合模型	wp/swo/swo006	wp/swo/parts/op_swo003
3	太刀	93	苍星太刀	3	组合模型	wp/swo/swo004	wp/swo/parts/op_swo008
3	太刀	95	金色的太刀·水	4	组合模型	wp/swo/swo004	wp/swo/parts/op_swo008
3	太刀	96	金色的太刀·毒	5	独立模型	wp/swo/swo005	
3	太刀	98	金色的太刀·搔	7	独立模型	wp/swo/swo005	
3	太刀	99	金色的太刀·泥鱼	2	组合模型	wp/swo/swo004	wp/swo/parts/op_swo006
3	太刀	101	金色的太刀·蛮颚	3	组合模型	wp/swo/swo004	wp/swo/parts/op_swo006
3	太刀	102	金色的太刀·黑甲	4	组合模型	wp/swo/swo005	wp/swo/parts/op_swo006
3	太刀	104	金色的太刀·风漂	5	组合模型	wp/swo/swo005	wp/swo/parts/op_swo006
3	太刀	105	金色的太刀·尸套	5	组合模型	wp/swo/swo005	wp/swo/parts/op_swo006
3	太刀	106	金色的太刀·爆锤	2	组合模型	wp/swo/swo004	
3	太刀	108	铠罗剑·搔	3	组合模型	wp/swo/swo004	
3	太刀	109	铠罗剑·泥鱼	5	组合模型	wp/swo/swo004	
3	太刀	110	铠罗剑·飞雷	4	组合模型	wp/swo/swo005	wp/swo/parts/op_swo012
3	太刀	111	铠罗剑·蛮颚	6	组合模型	wp/swo/swo005	wp/swo/parts/op_swo012
3	太刀	113	铠罗剑·眩	4	组合模型	wp/swo/swo001	
3	太刀	115	铠罗剑·尸套	5	组合模型	wp/swo/swo001	
3	太刀	116	铠罗剑·爆锤	6	独立模型	wp/swo/swo002	
3	太刀	118	铠罗剑·水	7	独立模型	wp/swo/swo002	
3	太刀	119	铠罗剑·毒	7	组合模型	wp/swo/swo003	wp/swo/parts/op_swo011
3	太刀	121	皇后剑	5	独立模型	wp/swo/swo001	
3	太刀	123	皇后剑·灭尽	7	独立模型	wp/swo/swo001	
3	太刀	125	铠罗剑·火	5	独立模型	wp/swo/swo009	
3	太刀	127	皇金太刀·风漂	6	独立模型	wp/swo/swo009	
3	太刀	128	皇金太刀·尸套	2	独立模型	wp/swo/swo010	
3	太刀	130	皇金太刀·水	6	独立模型	wp/swo/swo010	
3	太刀	131	皇金太刀·火	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	
3	太刀	133	Unavailable	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	
3	太刀	134	防卫队连刃式太刀1	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	
3	太刀	135	防卫队连刃式太刀2	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo001
3	太刀	137	防卫队连刃式太刀4	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo002
3	太刀	138	防卫队连刃式太刀5	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo003
3	太刀	139	Unavailable	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo004
3	太刀	140	Unavailable	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo006
3	太刀	141	Unavailable	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo007
3	太刀	142	Unavailable	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo008
3	太刀	143	Unavailable	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo009
3	太刀	144	Unavailable	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo010
3	太刀	145	Unavailable	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo012
3	太刀	146	Unavailable	6	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo001
3	太刀	148	Unavailable	6	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo002
3	太刀	149	Unavailable	6	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo003
3	太刀	150	铁刀【神威】1	6	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo004
3	太刀	151	铁刀【神威】2	6	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo006
3	太刀	152	铁刀【神威】3	6	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo007
3	太刀	153	大刀【乌】	6	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo008
3	太刀	154	大刀【狼】	6	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo009
3	太刀	155	王刀雷切	6	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo010
3	太刀	156	王刀雷切·改	6	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo012
3	太刀	157	王牙刀【伏雷】	7	组合模型 (凯罗武器)	wp/swo/bs_swo008	
3	太刀	159	狼牙刀【恶狱】	7	组合模型 (凯罗武器)	wp/swo/bs_swo008	
3	太刀	160	灭尽一刀【绝】	7	组合模型 (凯罗武器)	wp/swo/bs_swo008	
3	太刀	161	眩惑乱刀【闪光】1	6	组合模型	wp/swo/swo009	
3	太刀	163	冰牙刀【琥珀】1	7	组合模型	wp/swo/swo009	
3	太刀	165	巢穴搭挡1	7	组合模型	wp/swo/swo009	wp/swo/parts/op_swo005
3	太刀	167	隐密配剑	7	组合模型	wp/swo/swo009	wp/swo/parts/op_swo011
3	太刀	169	夜刀【月影】	7	组合模型 (凯罗武器)	wp/swo/bs_swo008	
3	太刀	170	重刃爆锤1	7	组合模型 (凯罗武器)	wp/swo/bs_swo013	wp/swo/parts/op_swo003
3	太刀	172	斩龙宝刀1	7	组合模型 (凯罗武器)	wp/swo/bs_swo013	wp/swo/parts/op_swo008
3	太刀	173	斩龙宝刀2	7	组合模型 (凯罗武器)	wp/swo/bs_swo013	wp/swo/parts/op_swo009
3	太刀	174	飞龙刀【樱花】	7	组合模型 (凯罗武器)	wp/swo/bs_swo013	wp/swo/parts/op_swo012
3	太刀	175	飞龙刀【樱花】·改	7	组合模型 (凯罗武器)	wp/swo/bs_swo014	
3	太刀	176	飞龙刀【月】	7	组合模型 (凯罗武器)	wp/swo/bs_swo014	
3	太刀	177	飞龙刀【蓝染】·改	7	组合模型 (凯罗武器)	wp/swo/bs_swo014	
3	太刀	178	飞龙刀【苍天】	0	组合模型	wp/swo/swo001	
3	太刀	180	大地镰状剑1	0	组合模型	wp/swo/swo003	
3	太刀	182	大地镰状剑3	2	组合模型	wp/swo/swo003	
3	太刀	183	严冰锋刃	4	组合模型	wp/swo/swo003	
3	太刀	184	冰灵芒刃	5	组合模型	wp/swo/swo003	
3	太刀	185	一虎刀	6	组合模型	wp/swo/swo003	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
