武器类型ID	武器类型	武器ID	武器名称	稀有度	模型类型	主模型地址	附件模型地址
2	双剑	146	Unavailable	9	组合模型 (凯罗武器)	wp/sou/bs_sou007	wp/sou/parts/op_sou006
2	双剑	147	Unavailable	9	组合模型 (凯罗武器)	wp/sou/bs_sou007	wp/sou/parts/op_sou007
2	双剑	148	Unavailable	9	组合模型 (凯罗武器)	wp/sou/bs_sou007	wp/sou/parts/op_sou008
2	双剑	149	Unavailable	9	组合模型 (凯罗武器)	wp/sou/bs_sou007	wp/sou/parts/op_sou009
2	双剑	150	鉻鋼十字Ⅰ	9	组合模型 (凯罗武器)	wp/sou/bs_sou007	wp/sou/parts/op_sou010
2	双剑	151	鉻鋼十字Ⅱ	9	组合模型 (凯罗武器)	wp/sou/bs_sou007	wp/sou/parts/op_sou012
2	双剑	152	鉻鋼十字Ⅲ	10	组合模型 (凯罗武器)	wp/sou/bs_sou008	wp/sou/parts/op_sou001
2	双剑	154	巖窟硫斬雙刃	10	组合模型 (凯罗武器)	wp/sou/bs_sou008	wp/sou/parts/op_sou002
2	双剑	155	殘滅之爪【鬼】	10	组合模型 (凯罗武器)	wp/sou/bs_sou008	wp/sou/parts/op_sou003
2	双剑	156	十字對劍Ⅰ	10	组合模型 (凯罗武器)	wp/sou/bs_sou008	wp/sou/parts/op_sou004
2	双剑	157	十字對劍Ⅱ	10	组合模型 (凯罗武器)	wp/sou/bs_sou008	wp/sou/parts/op_sou006
2	双剑	158	隱密直柄斧Ⅰ	10	组合模型 (凯罗武器)	wp/sou/bs_sou008	wp/sou/parts/op_sou007
2	双剑	159	隱密直柄斧Ⅱ	10	组合模型 (凯罗武器)	wp/sou/bs_sou008	wp/sou/parts/op_sou008
2	双剑	160	爆炎雙戰斧	10	组合模型 (凯罗武器)	wp/sou/bs_sou008	wp/sou/parts/op_sou009
2	双剑	161	爆炎雙斧燋爍	10	组合模型 (凯罗武器)	wp/sou/bs_sou008	wp/sou/parts/op_sou010
2	双剑	162	暗霧蘊劍	10	组合模型 (凯罗武器)	wp/sou/bs_sou008	wp/sou/parts/op_sou012
2	双剑	163	暗霧蘊劍‧改	11	组合模型 (凯罗武器)	wp/sou/bs_sou008	
2	双剑	165	巢穴暴風Ⅰ	11	组合模型 (凯罗武器)	wp/sou/bs_sou008	
2	双剑	166	巢穴暴風Ⅱ	11	组合模型 (凯罗武器)	wp/sou/bs_sou008	
2	双剑	178	嚴冰羽翎	11	组合模型 (凯罗武器)	wp/sou/bs_sou008	
2	双剑	179	冰聖幽冥	11	组合模型 (凯罗武器)	wp/sou/bs_sou013	wp/sou/parts/op_sou003
2	双剑	181	蠻顎龍之烈爪Ⅱ	11	组合模型 (凯罗武器)	wp/sou/bs_sou013	wp/sou/parts/op_sou004
2	双剑	182	旋風雷顎Ⅰ	11	组合模型 (凯罗武器)	wp/sou/bs_sou013	wp/sou/parts/op_sou012
2	双剑	183	旋風雷顎Ⅱ	11	组合模型 (凯罗武器)	wp/sou/bs_sou013	wp/sou/parts/op_sou006
2	双剑	184	爆鎚棍棒Ⅲ	11	组合模型 (凯罗武器)	wp/sou/bs_sou014	
2	双剑	185	命運棍棒	11	组合模型 (凯罗武器)	wp/sou/bs_sou014	
2	双剑	186	巨牛大骨Ⅰ	11	组合模型 (凯罗武器)	wp/sou/bs_sou014	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
2	双剑	0	Unavailable	0	组合模型	wp/sou/sou001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	10	鐵刀Ⅰ	0	组合模型	wp/swo/swo001	
3	太刀	12	鐵刀Ⅲ	0	组合模型	wp/swo/swo001	
3	太刀	13	鐵刀【禊】Ⅰ	1	组合模型	wp/swo/swo001	
3	太刀	14	鐵刀【禊】Ⅱ	2	组合模型	wp/swo/swo001	
3	太刀	16	鐵刀【神樂】Ⅰ	3	组合模型	wp/swo/swo001	
3	太刀	17	鐵刀【神樂】Ⅱ	4	组合模型	wp/swo/swo001	
3	太刀	18	滅盡龍太刀	5	组合模型	wp/swo/swo001	
3	太刀	20	眩刀【搖】Ⅰ	5	组合模型	wp/swo/swo001	
3	太刀	21	眩刀【搖】Ⅱ	6	组合模型	wp/swo/swo003	wp/swo/parts/op_swo005
3	太刀	23	眩惑刀【閃】Ⅱ	7	独立模型	wp/swo/swo004	
3	太刀	25	星空太刀Ⅰ	2	组合模型	wp/swo/swo001	wp/swo/parts/op_swo007
3	太刀	27	星空太刀Ⅲ	3	组合模型	wp/swo/swo001	wp/swo/parts/op_swo007
3	太刀	28	星空迅刀Ⅰ	4	组合模型	wp/swo/swo003	wp/swo/parts/op_swo007
3	太刀	30	星空迅刀Ⅲ	5	组合模型	wp/swo/swo003	wp/swo/parts/op_swo007
3	太刀	31	爆鎚太刀Ⅰ	5	组合模型	wp/swo/swo003	wp/swo/parts/op_swo007
3	太刀	32	爆鎚太刀Ⅱ	1	组合模型	wp/swo/swo001	wp/swo/parts/op_swo001
3	太刀	34	飛龍刀【翠】	2	组合模型	wp/swo/swo001	wp/swo/parts/op_swo001
3	太刀	35	飛龍刀【葵】	3	组合模型	wp/swo/swo001	wp/swo/parts/op_swo001
3	太刀	36	Unavailable	4	组合模型	wp/swo/swo002	wp/swo/parts/op_swo001
3	太刀	38	飛龍刀【朱】	5	组合模型	wp/swo/swo002	wp/swo/parts/op_swo001
3	太刀	39	飛龍刀【蒼】	5	组合模型	wp/swo/swo002	wp/swo/parts/op_swo001
3	太刀	40	飛龍刀【藍染】	5	组合模型	wp/swo/swo002	wp/swo/parts/op_swo010
3	太刀	42	骨製彎刀Ⅱ	6	组合模型	wp/swo/swo002	wp/swo/parts/op_swo010
3	太刀	43	骨製彎刀Ⅲ	2	独立模型	wp/swo/swo007	
3	太刀	45	硬骨彎刀Ⅱ	4	独立模型	wp/swo/swo007	
3	太刀	46	硬骨彎刀Ⅲ	6	独立模型	wp/swo/swo007	
3	太刀	47	骨鐮Ⅰ	3	独立模型	wp/swo/swo003	
3	太刀	49	爆鱗大刀	5	独立模型	wp/swo/swo003	
3	太刀	50	爆鱗刀赤紅利刃	6	独立模型	wp/swo/swo008	
3	太刀	52	火焰彎刀Ⅱ	7	独立模型	wp/swo/swo008	
3	太刀	53	蠻顎龍偃月刀Ⅰ	0	组合模型	wp/swo/swo004	
3	太刀	55	蠻顎龍偃月刀Ⅲ	0	组合模型	wp/swo/swo004	
3	太刀	56	泥岩龍彎刀Ⅰ	1	组合模型	wp/swo/swo004	
3	太刀	57	泥岩龍彎刀Ⅱ	2	组合模型	wp/swo/swo004	
3	太刀	59	深土太刀Ⅰ	3	组合模型	wp/swo/swo004	
3	太刀	60	深土太刀Ⅱ	4	组合模型	wp/swo/swo004	
3	太刀	61	深土太刀Ⅲ	5	组合模型	wp/swo/swo006	
3	太刀	63	屍套龍太刀Ⅱ	5	组合模型	wp/swo/swo006	
3	太刀	64	脈衝彎刀Ⅰ	5	独立模型	wp/swo/swo006	
3	太刀	66	脈衝彎刀Ⅲ	7	独立模型	wp/swo/swo006	
3	太刀	67	飛雷龍之牙Ⅰ	2	组合模型	wp/swo/swo004	wp/swo/parts/op_swo004
3	太刀	69	飛雷龍之牙Ⅲ	3	组合模型	wp/swo/swo004	wp/swo/parts/op_swo004
3	太刀	70	優雅彎刀Ⅰ	4	组合模型	wp/swo/swo005	wp/swo/parts/op_swo004
3	太刀	72	流星刀	5	组合模型	wp/swo/swo005	wp/swo/parts/op_swo004
3	太刀	73	幻光刀	5	组合模型	wp/swo/swo005	wp/swo/parts/op_swo004
3	太刀	74	黑色彎刀Ⅰ	1	组合模型	wp/swo/swo004	wp/swo/parts/op_swo002
3	太刀	76	黑色偃月刀Ⅰ	2	组合模型	wp/swo/swo004	wp/swo/parts/op_swo002
3	太刀	77	黑色偃月刀Ⅱ	3	组合模型	wp/swo/swo004	wp/swo/parts/op_swo002
3	太刀	78	黑色偃月刀Ⅲ	4	组合模型	wp/swo/swo006	wp/swo/parts/op_swo002
3	太刀	80	龍骨刀Ⅱ	5	组合模型	wp/swo/swo006	wp/swo/parts/op_swo002
3	太刀	81	龍骨刀Ⅲ	5	组合模型	wp/swo/swo006	wp/swo/parts/op_swo002
3	太刀	82	熔山龍太刀Ⅱ	6	组合模型	wp/swo/swo006	wp/swo/parts/op_swo009
3	太刀	84	黑鋼太刀Ⅱ	6	组合模型	wp/swo/swo006	wp/swo/parts/op_swo009
3	太刀	85	帝王刀	1	组合模型	wp/swo/swo004	wp/swo/parts/op_swo003
3	太刀	87	冥燈龍太刀	2	组合模型	wp/swo/swo004	wp/swo/parts/op_swo003
3	太刀	88	天下無雙刀	3	组合模型	wp/swo/swo004	wp/swo/parts/op_swo003
3	太刀	89	天上天下無雙刀	4	组合模型	wp/swo/swo006	wp/swo/parts/op_swo003
3	太刀	91	殘酷痛苦太刀	5	组合模型	wp/swo/swo006	wp/swo/parts/op_swo003
3	太刀	92	悲慘痛苦太刀	5	组合模型	wp/swo/swo006	wp/swo/parts/op_swo003
3	太刀	93	蒼星的太刀	3	组合模型	wp/swo/swo004	wp/swo/parts/op_swo008
3	太刀	95	金色的太刀‧水	4	组合模型	wp/swo/swo004	wp/swo/parts/op_swo008
3	太刀	96	金色的太刀‧毒	5	独立模型	wp/swo/swo005	
3	太刀	98	金色的太刀‧搔	7	独立模型	wp/swo/swo005	
3	太刀	99	金色的太刀‧泥魚	2	组合模型	wp/swo/swo004	wp/swo/parts/op_swo006
3	太刀	101	金色的太刀‧蠻顎	3	组合模型	wp/swo/swo004	wp/swo/parts/op_swo006
3	太刀	102	金色的太刀‧黑甲	4	组合模型	wp/swo/swo005	wp/swo/parts/op_swo006
3	太刀	104	金色的太刀‧風漂	5	组合模型	wp/swo/swo005	wp/swo/parts/op_swo006
3	太刀	105	金色的太刀‧屍套	5	组合模型	wp/swo/swo005	wp/swo/parts/op_swo006
3	太刀	106	金色的太刀‧爆鎚	2	组合模型	wp/swo/swo004	
3	太刀	108	鎧羅劍‧搔	3	组合模型	wp/swo/swo004	
3	太刀	109	鎧羅劍‧泥魚	5	组合模型	wp/swo/swo004	
3	太刀	110	鎧羅劍‧飛雷	4	组合模型	wp/swo/swo005	wp/swo/parts/op_swo012
3	太刀	111	鎧羅劍‧蠻顎	6	组合模型	wp/swo/swo005	wp/swo/parts/op_swo012
3	太刀	113	鎧羅劍‧眩	4	组合模型	wp/swo/swo001	
3	太刀	115	鎧羅劍‧屍套	5	组合模型	wp/swo/swo001	
3	太刀	116	鎧羅劍‧爆鎚	6	独立模型	wp/swo/swo002	
3	太刀	118	鎧羅劍‧水	7	独立模型	wp/swo/swo002	
3	太刀	119	鎧羅劍‧毒	7	组合模型	wp/swo/swo003	wp/swo/parts/op_swo011
3	太刀	121	皇后劍	5	独立模型	wp/swo/swo001	
3	太刀	123	皇后劍‧滅盡	7	独立模型	wp/swo/swo001	
3	太刀	125	鎧羅劍‧火	5	独立模型	wp/swo/swo009	
3	太刀	127	帝王金太刀‧風漂	6	独立模型	wp/swo/swo009	
3	太刀	128	帝王金太刀‧屍套	2	独立模型	wp/swo/swo010	
3	太刀	130	帝王金太刀‧水	6	独立模型	wp/swo/swo010	
3	太刀	131	帝王金太刀‧火	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	
3	太刀	133	Unavailable	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	
3	太刀	134	防衛隊連刃式太刀Ⅰ	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	
3	太刀	135	防衛隊連刃式太刀Ⅱ	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo001
3	太刀	137	防衛隊連刃式太刀Ⅳ	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo002
3	太刀	138	防衛隊連刃式太刀Ⅴ	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo003
3	太刀	139	Unavailable	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo004
3	太刀	140	Unavailable	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo006
3	太刀	141	Unavailable	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo007
3	太刀	142	Unavailable	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo008
3	太刀	143	Unavailable	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo009
3	太刀	144	Unavailable	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo010
3	太刀	145	Unavailable	5	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo012
3	太刀	146	Unavailable	6	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo001
3	太刀	148	Unavailable	6	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo002
3	太刀	149	Unavailable	6	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo003
3	太刀	150	鐵刀【神威】Ⅰ	6	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo004
3	太刀	151	鐵刀【神威】Ⅱ	6	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo006
3	太刀	152	鐵刀【神威】Ⅲ	6	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo007
3	太刀	153	大刀【烏】	6	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo008
3	太刀	154	大刀【狼】	6	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo009
3	太刀	155	王刀雷切	6	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo010
3	太刀	156	王刀雷切‧改	6	组合模型 (凯罗武器)	wp/swo/bs_swo008	wp/swo/parts/op_swo012
3	太刀	157	王牙刀【伏雷】	7	组合模型 (凯罗武器)	wp/swo/bs_swo008	
3	太刀	159	狼牙刀【惡獄】	7	组合模型 (凯罗武器)	wp/swo/bs_swo008	
3	太刀	160	滅盡一刀【絕】	7	组合模型 (凯罗武器)	wp/swo/bs_swo008	
3	太刀	161	眩惑亂刀【閃光】Ⅰ	6	组合模型	wp/swo/swo009	
3	太刀	163	冰牙刀【琥珀】Ⅰ	7	组合模型	wp/swo/swo009	
3	太刀	165	巢穴搭擋Ⅰ	7	组合模型	wp/swo/swo009	wp/swo/parts/op_swo005
3	太刀	167	隱密配劍	7	组合模型	wp/swo/swo009	wp/swo/parts/op_swo011
3	太刀	169	夜刀【月影】	7	组合模型 (凯罗武器)	wp/swo/bs_swo008	
3	太刀	170	重刃爆鎚Ⅰ	7	组合模型 (凯罗武器)	wp/swo/bs_swo013	wp/swo/parts/op_swo003
3	太刀	172	斬龍寶刀Ⅰ	7	组合模型 (凯罗武器)	wp/swo/bs_swo013	wp/swo/parts/op_swo008
3	太刀	173	斬龍寶刀Ⅱ	7	组合模型 (凯罗武器)	wp/swo/bs_swo013	wp/swo/parts/op_swo009
3	太刀	174	飛龍刀【櫻花】	7	组合模型 (凯罗武器)	wp/swo/bs_swo013	wp/swo/parts/op_swo012
3	太刀	175	飛龍刀【櫻花】‧改	7	组合模型 (凯罗武器)	wp/swo/bs_swo014	
3	太刀	176	飛龍刀【月】	7	组合模型 (凯罗武器)	wp/swo/bs_swo014	
3	太刀	177	飛龍刀【藍染】‧改	7	组合模型 (凯罗武器)	wp/swo/bs_swo014	
3	太刀	178	飛龍刀【蒼天】	0	组合模型	wp/swo/swo001	
3	太刀	180	大地鐮狀劍Ⅰ	0	组合模型	wp/swo/swo003	
3	太刀	182	大地鐮狀劍Ⅲ	2	组合模型	wp/swo/swo003	
3	太刀	183	嚴冰鋒刃	4	组合模型	wp/swo/swo003	
3	太刀	184	冰靈芒刃	5	组合模型	wp/swo/swo003	
3	太刀	185	一虎刀	6	组合模型	wp/swo/swo003	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	208	霜漂幻光	8	组合模型	wp/swo/swo001	
3	太刀	210	深黑崩壞者Ⅰ	9	组合模型	wp/swo/swo001	
3	太刀	211	深黑崩壞者Ⅱ	10	组合模型	wp/swo/swo001	
3	太刀	212	碎龍偃月刀Ⅰ	9	独立模型	wp/swo/swo021	
3	太刀	214	碎光之曉刀	10	独立模型	wp/swo/swo021	
3	太刀	215	封龍古刀Ⅰ	9	独立模型	wp/swo/swo019	
3	太刀	217	行雲流水－和光－	10	独立模型	wp/swo/swo019	
3	太刀	218	岩漿榮譽熔山刀	11	独立模型	wp/swo/swo019	
3	太刀	219	水螅‧柱頭	10	独立模型	wp/swo/swo020	
3	太刀	221	炎帝王刀【海市蜃樓】	11	独立模型	wp/swo/swo020	
3	太刀	222	冥燈龍太刀改	11	独立模型	wp/swo/swo013	
3	太刀	224	業刀破滅	8	组合模型	wp/swo/swo002	wp/swo/parts/op_swo007
3	太刀	226	鬼薙刀	9	组合模型	wp/swo/swo002	wp/swo/parts/op_swo007
3	太刀	227	鬼神薙刀【阿修羅】	9	组合模型	wp/swo/swo003	wp/swo/parts/op_swo017
3	太刀	229	Unavailable	9	组合模型	wp/swo/swo003	wp/swo/parts/op_swo017
3	太刀	230	魂焰龍刀‧炎妃	8	组合模型	wp/swo/swo010	wp/swo/parts/op_swo001
3	太刀	232	魂焰龍刀‧冥燈	9	组合模型	wp/swo/swo010	wp/swo/parts/op_swo001
3	太刀	233	吼虎刀	9	独立模型	wp/swo/swo015	
3	太刀	235	鋼鐵十字鎬【採掘狂】	9	独立模型	wp/swo/swo015	
3	太刀	236	超鋼鐵十字鎬【採掘鬼】	10	独立模型	wp/swo/swo015	
3	太刀	237	公會宮殿配刀	9	组合模型	wp/swo/swo003	wp/swo/parts/op_swo010
3	太刀	239	Unavailable	9	组合模型	wp/swo/swo003	wp/swo/parts/op_swo010
3	太刀	240	Unavailable	9	组合模型	wp/swo/swo010	wp/swo/parts/op_swo019
3	太刀	242	Unavailable	9	组合模型	wp/swo/swo010	wp/swo/parts/op_swo019
3	太刀	243	宮廷禮刀【將星】	8	独立模型	wp/swo/swo028	
3	太刀	245	Unavailable	9	独立模型	wp/swo/swo028	
3	太刀	246	Unavailable	11	独立模型	wp/swo/swo022	
3	太刀	248	赤龍閃光刃‧水	9	独立模型	wp/swo/swo008	
3	太刀	249	赤龍閃光刃‧冰	9	独立模型	wp/swo/swo008	
3	太刀	250	赤龍閃光刃‧雷	11	独立模型	wp/swo/swo023	
3	太刀	252	赤龍閃光刃‧毒	8	组合模型	wp/swo/swo011	
3	太刀	254	赤龍閃光刃‧睡眠	9	组合模型	wp/swo/swo011	
3	太刀	255	赤龍閃光刃‧爆破	10	组合模型	wp/swo/swo011	
3	太刀	256	赤龍閃光刃‧火	10	组合模型	wp/swo/swo012	
3	太刀	258	赤龍閃光刃‧冰	11	组合模型	wp/swo/swo012	
3	太刀	259	赤龍閃光刃‧雷	9	独立模型	wp/swo/swo014	
3	太刀	261	赤龍閃光刃‧毒	9	独立模型	wp/swo/swo014	
3	太刀	262	赤龍閃光刃‧麻痺	10	独立模型	wp/swo/swo014	
3	太刀	263	赤龍閃光刃‧睡眠	10	独立模型	wp/swo/swo012	
3	太刀	265	金色的太刀‧水	11	独立模型	wp/swo/swo012	
3	太刀	266	金色的太刀‧毒	8	组合模型	wp/swo/swo011	wp/swo/parts/op_swo004
3	太刀	268	金色的太刀‧搔	9	组合模型	wp/swo/swo011	wp/swo/parts/op_swo004
3	太刀	269	金色的太刀‧泥魚	9	组合模型	wp/swo/swo006	wp/swo/parts/op_swo014
3	太刀	271	金色的太刀‧蠻顎	9	组合模型	wp/swo/swo006	wp/swo/parts/op_swo014
3	太刀	272	金色的太刀‧黑甲	8	组合模型	wp/swo/swo011	wp/swo/parts/op_swo002
3	太刀	274	金色的太刀‧風漂	9	组合模型	wp/swo/swo011	wp/swo/parts/op_swo002
3	太刀	275	金色的太刀‧屍套	8	组合模型	wp/swo/swo005	wp/swo/parts/op_swo021
3	太刀	277	金色的太刀‧熔山	9	组合模型	wp/swo/swo005	wp/swo/parts/op_swo021
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	282	鎧羅劍‧黑甲	10	组合模型	wp/swo/swo011	wp/swo/parts/op_swo015
3	太刀	284	鎧羅劍‧風漂	9	组合模型	wp/swo/swo004	wp/swo/parts/op_swo020
3	太刀	286	鎧羅劍‧爆鎚	10	组合模型	wp/swo/swo004	wp/swo/parts/op_swo020
3	太刀	287	鎧羅劍‧熔山	8	组合模型	wp/swo/swo005	wp/swo/parts/op_swo003
3	太刀	289	鎧羅劍‧毒	9	组合模型	wp/swo/swo005	wp/swo/parts/op_swo003
3	太刀	290	鎧羅劍‧麻痺	8	组合模型	wp/swo/swo006	wp/swo/parts/op_swo013
3	太刀	292	帝王金太刀‧飛雷	9	组合模型	wp/swo/swo006	wp/swo/parts/op_swo013
3	太刀	293	帝王金太刀‧風漂	9	独立模型	wp/swo/swo005	
3	太刀	294	帝王金太刀‧屍套	9	独立模型	wp/swo/swo011	
3	太刀	296	帝王金太刀‧水	10	独立模型	wp/swo/swo011	
3	太刀	297	帝王金太刀‧火	8	组合模型	wp/swo/swo006	wp/swo/parts/op_swo006
3	太刀	299	Unavailable	9	组合模型	wp/swo/swo006	wp/swo/parts/op_swo006
3	太刀	300	Unavailable	9	组合模型	wp/swo/swo005	wp/swo/parts/op_swo018
3	太刀	302	Unavailable	9	组合模型	wp/swo/swo005	wp/swo/parts/op_swo018
3	太刀	303	Unavailable	11	独立模型	wp/swo/swo029	
3	太刀	305	Unavailable	9	组合模型	wp/swo/swo011	
3	太刀	307	Unavailable	10	组合模型	wp/swo/swo011	
3	太刀	308	Unavailable	11	独立模型	wp/swo/swo017	
3	太刀	310	Unavailable	10	组合模型	wp/swo/swo011	wp/swo/parts/op_swo012
3	太刀	312	Unavailable	10	独立模型	wp/swo/swo016	
3	太刀	314	Unavailable	11	独立模型	wp/swo/swo016	
3	太刀	315	Unavailable	10	独立模型	wp/swo/swo002	
3	太刀	316	Unavailable	11	组合模型	wp/swo/swo003	wp/swo/parts/op_swo011
3	太刀	317	Unavailable	10	独立模型	wp/swo/swo001	
3	太刀	319	Unavailable	11	独立模型	wp/swo/swo018	
3	太刀	321	Unavailable	11	独立模型	wp/swo/swo010	
3	太刀	323	Unavailable	10	独立模型	wp/swo/swo024	
3	太刀	325	Unavailable	11	独立模型	wp/swo/swo025	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	330	Unavailable	11	组合模型	wp/swo/swo009	
3	太刀	331	Unavailable	11	组合模型	wp/swo/swo009	wp/swo/parts/op_swo005
3	太刀	332	Unavailable	11	组合模型	wp/swo/swo009	wp/swo/parts/op_swo011
3	太刀	333	Unavailable	10	独立模型	wp/swo/swo032	
3	太刀	335	Unavailable	11	独立模型	wp/swo/swo032	
3	太刀	336	Unavailable	9	独立模型	wp/swo/swo030	
3	太刀	338	Unavailable	10	独立模型	wp/swo/swo030	
3	太刀	339	Unavailable	9	独立模型	wp/swo/swo031	
3	太刀	341	Unavailable	11	独立模型	wp/swo/swo024	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	349	Unavailable	11	独立模型	wp/swo/swo031	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	0	Unavailable	0	组合模型	wp/swo/swo001	
3	太刀	356	Unavailable	11	独立模型 (冥赤武器)	wp/swo/swo026	
3	太刀	358	Unavailable	11	独立模型 (冥赤武器)	wp/swo/swo026	
3	太刀	359	Unavailable	11	独立模型 (冥赤武器)	wp/swo/swo026	
3	太刀	360	Unavailable	11	独立模型 (冥赤武器)	wp/swo/swo026	
3	太刀	361	Unavailable	11	独立模型 (冥赤武器)	wp/swo/swo026	
3	太刀	362	Unavailable	11	独立模型 (冥赤武器)	wp/swo/swo026	
3	太刀	363	Unavailable	11	独立模型 (冥赤武器)	wp/swo/swo026	
3	太刀	364	Unavailable	11	独立模型 (冥赤武器)	wp/swo/swo026	
3	太刀	365	Unavailable	11	独立模型 (冥赤武器)	wp/swo/swo026	
3	太刀	356	Unavailable	11	独立模型 (冥赤武器)	wp/swo/swo035	
3	太刀	358	Unavailable	11	独立模型 (冥赤武器)	wp/swo/swo035	
3	太刀	359	Unavailable	11	独立模型 (冥赤武器)	wp/swo/swo035	
3	太刀	360	Unavailable	11	独立模型 (冥赤武器)	wp/swo/swo035	
3	太刀	361	Unavailable	11	独立模型 (冥赤武器)	wp/swo/swo035	
3	太刀	362	Unavailable	11	独立模型 (冥赤武器)	wp/swo/swo035	
3	太刀	363	Unavailable	11	独立模型 (冥赤武器)	wp/swo/swo035	
3	太刀	364	Unavailable	11	独立模型 (冥赤武器)	wp/swo/swo035	
3	太刀	365	Unavailable	11	独立模型 (冥赤武器)	wp/swo/swo035	
3	太刀	131	帝王金太刀‧火	9	组合模型 (凯罗武器)	wp/swo/bs_swo007	
3	太刀	133	Unavailable	9	组合模型 (凯罗武器)	wp/swo/bs_swo007	
3	太刀	134	防衛隊連刃式太刀Ⅰ	9	组合模型 (凯罗武器)	wp/swo/bs_swo007	
3	太刀	135	防衛隊連刃式太刀Ⅱ	9	组合模型 (凯罗武器)	wp/swo/bs_swo007	wp/swo/parts/op_swo001
