部位ID	部位名称	防具ID	防具名称	幻化ID	防御	稀有度	模型地址
0	头盔	495	精英·絢輝龍鎧羅頭盔β	445	176	11	pl049_0011
0	头盔	496	精英‧薔薇頭飾α	446	150	9	pl124_0000
0	头盔	497	【浮空龍】服裝‧頭部	447	0	4	pl024_0000
0	头盔	498	精英·熱情頭飾α	448	156	9	pl125_0000
0	头盔	499	【雌火龍α】服裝‧頭部	449	0	4	pl021_0000
0	头盔	500	Unavailable	450	0	0	无
0	头盔	501	【雌火龍β】服裝‧頭部	451	0	4	pl021_0010
0	头盔	502	精英‧風火輪頭飾α	452	120	8	pl127_0000
0	头盔	503	【骨鎚龍α】服裝‧頭部	453	0	5	pl028_0000
0	头盔	504	精英‧阿斯特拉頭紗α	454	140	8	pl128_0000
0	头盔	505	【骨鎚龍β】服裝‧頭部	455	0	5	pl028_0010
0	头盔	506	【薔薇】服裝‧頭部	456	0	9	pl124_0000
0	头盔	507	【熱情】服裝‧頭部	457	0	9	pl125_0000
0	头盔	508	Unavailable	458	0	0	无
0	头盔	509	【風火輪】服裝‧頭部	459	0	8	pl127_0000
0	头盔	510	【阿斯特拉】服裝‧頭部	460	0	8	pl128_0000
0	头盔	511	【礦石】服裝‧頭部	461	0	5	pl025_0000
0	头盔	512	【浴場】服裝‧頭部	462	0	8	pl106_0000
0	头盔	513	【兔耳朵】服裝‧頭部	463	0	8	pl111_0000
0	头盔	514	【柔毛秧雞】服裝‧頭部	464	0	8	pl112_0000
0	头盔	515	精英·溫泉銀猴α	465	120	8	pl113_0000
0	头盔	516	Unavailable	466	0	0	无
0	头盔	518	精英·轟吼頭盔α	468	158	10	pl083_0100
0	头盔	519	精英·轟吼頭盔β	469	158	10	pl083_0110
0	头盔	520	守護者頭盔α	470	50	5	pl121_0000
0	头盔	521	【結雲】服裝‧頭部	471	0	6	pl122_0000
0	头盔	522	【銀騎士】服裝‧頭部	472	0	6	pl123_0000
0	头盔	523	HARDUMMY	473	132	11	pl068_0010
0	头盔	524	精英·觸角頭盔γ	474	176	11	pl086_0020
0	头盔	525	HARDUMMY	475	0	7	pl072_0000
0	头盔	526	HARDUMMY	476	170	11	pl072_0001
0	头盔	527	Unavailable	477	0	0	无
0	头盔	528	精英·霜刃冰牙龍頭盔α	478	162	10	pl089_0500
0	头盔	529	精英·霜刃冰牙龍頭盔β	479	162	10	pl089_0510
0	头盔	530	Unavailable	480	0	0	无
0	头盔	531	Unavailable	481	0	0	无
0	头盔	532	HARDUMMY	482	160	11	pl068_0020
0	头盔	533	Unavailable	483	0	0	无
0	头盔	534	精英‧里昂面罩α	484	150	11	pl130_0000
0	头盔	535	精英‧克蕾兒面罩α	485	150	11	pl131_0000
0	头盔	536	Unavailable	486	0	0	无
0	头盔	537	Unavailable	487	0	0	无
0	头盔	538	【突擊龍】服裝‧頭部	488	0	4	pl015_0000
0	头盔	540	【岩賊龍】服裝‧頭部	490	0	4	pl039_0000
0	头盔	541	【鑄鐵】服裝‧頭部	491	0	5	pl031_0000
0	头盔	542	【火龍心α】服裝‧頭部	492	0	5	pl021_0100
0	头盔	543	【火龍心β】服裝‧頭部	493	0	5	pl021_0110
0	头盔	544	【熔岩龍α】服裝‧頭部	494	0	5	pl040_0000
0	头盔	545	【熔岩龍β】服裝‧頭部	495	0	5	pl040_0010
0	头盔	546	【風漂龍α】服裝‧頭部	496	0	5	pl027_0000
0	头盔	547	【風漂龍β】服裝‧頭部	497	0	5	pl027_0010
0	头盔	548	【慘爪龍α】服裝‧頭部	498	0	5	pl029_0000
0	头盔	549	【慘爪龍β】服裝‧頭部	499	0	5	pl029_0010
0	头盔	550	【火龍α】服裝‧頭部	500	0	5	pl033_0000
0	头盔	551	【火龍β】服裝‧頭部	501	0	5	pl033_0010
0	头盔	552	【火龍魂α】服裝‧頭部	502	0	6	pl033_0100
0	头盔	553	【火龍魂β】服裝‧頭部	503	0	6	pl033_0110
0	头盔	554	【角龍α】服裝‧頭部	504	0	5	pl034_0000
0	头盔	555	【角龍β】服裝‧頭部	505	0	5	pl034_0010
0	头盔	556	【暴君角龍α】服裝‧頭部	506	0	6	pl034_0100
0	头盔	557	【暴君角龍β】服裝‧頭部	507	0	6	pl034_0110
0	头盔	558	【爆鎚龍α】服裝‧頭部	508	0	6	pl041_0000
0	头盔	559	【爆鎚龍β】服裝‧頭部	509	0	6	pl041_0010
0	头盔	560	【爆鱗龍α】服裝‧頭部	510	0	6	pl042_0000
0	头盔	561	【爆鱗龍β】服裝‧頭部	511	0	6	pl042_0010
0	头盔	562	【殘虐α】服裝‧頭部	512	0	6	pl050_0000
0	头盔	563	【殘虐β】服裝‧頭部	513	0	6	pl050_0010
0	头盔	564	【杜賓α】服裝‧頭部	514	0	6	pl044_0000
0	头盔	565	【杜賓β】服裝‧頭部	515	0	6	pl044_0000
0	头盔	566	【大馬士革α】服裝‧頭部	516	0	6	pl043_0000
0	头盔	567	【大馬士革β】服裝‧頭部	517	0	6	pl043_0010
0	头盔	568	【鑄島熔岩α】服裝‧頭部	518	0	7	pl038_0000
0	头盔	569	【鑄島熔岩β】服裝‧頭部	519	0	7	pl038_0010
0	头盔	570	【鑄島熔岩γ】服裝‧頭部	520	0	7	pl038_0020
0	头盔	571	【戰紋α】服裝‧頭部	521	0	7	pl030_0000
0	头盔	572	【戰紋β】服裝‧頭部	522	0	7	pl030_0010
0	头盔	573	【戰紋γ】服裝‧頭部	523	0	7	pl030_0020
0	头盔	574	【帝王α】服裝‧頭部	524	0	7	pl046_0000
0	头盔	575	【帝王β】服裝‧頭部	525	0	7	pl046_0010
0	头盔	576	【帝王γ】服裝‧頭部	526	0	7	pl046_0020
0	头盔	577	【鋼龍α】服裝‧頭部	527	0	7	pl047_0000
0	头盔	578	【鋼龍β】服裝‧頭部	528	0	7	pl047_0010
0	头盔	579	【鋼龍γ】服裝‧頭部	529	0	7	pl047_0020
0	头盔	580	【烏爾德α】服裝‧頭部	530	0	7	pl032_0000
0	头盔	581	【烏爾德β】服裝‧頭部	531	0	7	pl032_0010
0	头盔	582	【烏爾德γ】服裝‧頭部	532	0	7	pl032_0020
0	头盔	583	【麒麟α】服裝‧頭部	533	0	7	pl035_0000
0	头盔	584	【麒麟β】服裝‧頭部	534	0	7	pl035_0010
0	头盔	585	【麒麟γ】服裝‧頭部	535	0	7	pl035_0020
0	头盔	586	【冥燈幽火α】服裝‧頭部	536	0	7	pl045_0000
0	头盔	587	【冥燈幽火β】服裝‧頭部	537	0	7	pl045_0010
0	头盔	588	【冥燈幽火γ】服裝‧頭部	538	0	7	pl045_0020
0	头盔	589	【皇后α】服裝‧頭部	539	0	7	pl051_0000
0	头盔	590	【皇后β】服裝‧頭部	540	0	7	pl051_0010
0	头盔	591	【皇后γ】服裝‧頭部	541	0	7	pl051_0020
0	头盔	592	【絢輝龍鎧羅α】服裝‧頭部	542	0	7	pl049_0000
0	头盔	593	【絢輝龍鎧羅β】服裝‧頭部	543	0	7	pl049_0010
0	头盔	594	【絢輝龍鎧羅γ】服裝‧頭部	544	0	7	pl049_0020
0	头盔	595	Unavailable	546	0	0	无
0	头盔	596	Unavailable	547	0	0	无
0	头盔	597	Unavailable	548	0	0	无
0	头盔	599	Unavailable	550	0	0	无
0	头盔	600	Unavailable	551	0	0	无
0	头盔	601	Unavailable	552	0	0	无
0	头盔	602	Unavailable	553	0	0	无
0	头盔	603	Unavailable	554	0	0	无
0	头盔	604	Unavailable	555	0	0	无
0	头盔	605	Unavailable	556	0	0	无
0	头盔	606	Unavailable	557	0	0	无
0	头盔	607	Unavailable	558	0	0	无
0	头盔	608	Unavailable	559	0	0	无
0	头盔	609	Unavailable	560	0	0	无
0	头盔	610	Unavailable	561	0	0	无
0	头盔	611	Unavailable	562	0	0	无
0	头盔	612	Unavailable	563	0	0	无
0	头盔	613	Unavailable	564	0	0	无
0	头盔	614	Unavailable	565	0	0	无
0	头盔	615	Unavailable	566	0	0	无
0	头盔	616	Unavailable	567	0	0	无
0	头盔	617	Unavailable	568	0	0	无
0	头盔	618	Unavailable	569	0	0	无
0	头盔	619	Unavailable	570	0	0	无
0	头盔	620	Unavailable	571	0	0	无
0	头盔	621	Unavailable	572	0	0	无
0	头盔	622	Unavailable	573	0	0	无
0	头盔	623	Unavailable	574	0	0	无
0	头盔	624	【機械】服裝‧頭部	575	0	9	pl091_0000
0	头盔	625	Unavailable	674	0	0	无
0	头盔	626	Unavailable	576	0	0	无
0	头盔	627	Unavailable	577	0	0	无
0	头盔	628	Unavailable	578	0	0	无
0	头盔	629	Unavailable	579	0	0	无
0	头盔	630	Unavailable	580	0	0	无
0	头盔	631	Unavailable	581	0	0	无
0	头盔	632	Unavailable	582	0	0	无
0	头盔	633	Unavailable	583	0	0	无
0	头盔	634	Unavailable	584	0	0	无
0	头盔	635	Unavailable	585	0	0	无
0	头盔	636	Unavailable	586	0	0	无
0	头盔	637	Unavailable	587	0	0	无
0	头盔	638	Unavailable	588	0	0	无
0	头盔	639	Unavailable	589	0	0	无
0	头盔	640	Unavailable	590	0	0	无
0	头盔	641	Unavailable	591	0	0	无
0	头盔	642	Unavailable	592	0	0	无
0	头盔	643	Unavailable	593	0	0	无
0	头盔	644	Unavailable	594	0	0	无
0	头盔	645	Unavailable	595	0	0	无
0	头盔	646	Unavailable	596	0	0	无
0	头盔	647	Unavailable	597	0	0	无
0	头盔	648	Unavailable	598	0	0	无
0	头盔	649	Unavailable	599	0	0	无
0	头盔	650	Unavailable	600	0	0	无
0	头盔	651	Unavailable	601	0	0	无
0	头盔	652	Unavailable	602	0	0	无
0	头盔	653	Unavailable	603	0	0	无
0	头盔	654	Unavailable	604	0	0	无
0	头盔	655	Unavailable	605	0	0	无
0	头盔	656	Unavailable	606	0	0	无
0	头盔	657	Unavailable	607	0	0	无
0	头盔	658	【黑帶】服裝‧頭部	608	0	10	pl093_0000
0	头盔	659	Unavailable	609	0	0	无
0	头盔	660	Unavailable	610	0	0	无
0	头盔	661	Unavailable	611	0	0	无
0	头盔	662	Unavailable	612	0	0	无
0	头盔	663	Unavailable	613	0	0	无
0	头盔	664	Unavailable	614	0	0	无
0	头盔	665	Unavailable	615	0	0	无
0	头盔	666	Unavailable	616	0	0	无
0	头盔	667	Unavailable	617	0	0	无
0	头盔	668	Unavailable	618	0	0	无
0	头盔	669	Unavailable	619	0	0	无
0	头盔	670	Unavailable	620	0	0	无
0	头盔	671	Unavailable	621	0	0	无
0	头盔	672	Unavailable	622	0	0	无
0	头盔	673	Unavailable	623	0	0	无
0	头盔	674	Unavailable	624	0	0	无
0	头盔	675	Unavailable	625	0	0	无
0	头盔	676	【敏捷耳飾】服裝	626	0	10	pl095_0000
0	头盔	677	【佯動耳飾】服裝	627	0	11	pl095_0010
0	头盔	678	Unavailable	628	0	0	无
0	头盔	679	Unavailable	629	0	0	无
0	头盔	680	Unavailable	630	0	0	无
0	头盔	681	Unavailable	631	0	0	无
0	头盔	682	Unavailable	632	0	0	无
0	头盔	683	Unavailable	633	0	0	无
0	头盔	684	Unavailable	634	0	0	无
0	头盔	685	Unavailable	635	0	0	无
0	头盔	686	Unavailable	636	0	0	无
0	头盔	687	Unavailable	637	0	0	无
0	头盔	688	Unavailable	638	0	0	无
0	头盔	689	Unavailable	639	0	0	无
0	头盔	690	Unavailable	640	0	0	无
0	头盔	691	Unavailable	641	0	0	无
0	头盔	692	Unavailable	642	0	0	无
0	头盔	693	Unavailable	643	0	0	无
0	头盔	694	Unavailable	644	0	0	无
0	头盔	695	Unavailable	645	0	0	无
0	头盔	696	Unavailable	646	0	0	无
0	头盔	697	Unavailable	647	0	0	无
0	头盔	698	Unavailable	648	0	0	无
0	头盔	699	Unavailable	649	0	0	无
0	头盔	700	Unavailable	650	0	0	无
0	头盔	701	Unavailable	651	0	0	无
0	头盔	702	Unavailable	652	0	0	无
0	头盔	703	Unavailable	653	0	0	无
0	头盔	704	Unavailable	654	0	0	无
0	头盔	705	Unavailable	655	0	0	无
0	头盔	706	Unavailable	656	0	0	无
0	头盔	707	Unavailable	657	0	0	无
0	头盔	708	Unavailable	658	0	0	无
0	头盔	709	Unavailable	659	0	0	无
0	头盔	710	Unavailable	660	0	0	无
0	头盔	711	Unavailable	661	0	0	无
0	头盔	712	Unavailable	662	0	0	无
0	头盔	713	Unavailable	663	0	0	无
0	头盔	714	Unavailable	664	0	0	无
0	头盔	716	Unavailable	666	0	0	无
0	头盔	717	Unavailable	667	0	0	无
0	头盔	718	Unavailable	668	0	0	无
0	头盔	719	Unavailable	669	0	0	无
0	头盔	720	Unavailable	670	0	0	无
0	头盔	721	Unavailable	671	0	0	无
0	头盔	725	Unavailable	676	0	0	无
0	头盔	726	Unavailable	677	0	0	无
0	头盔	727	Unavailable	678	0	0	无
0	头盔	728	Unavailable	0	0	0	无
0	头盔	729	Unavailable	0	0	0	无
0	头盔	730	Unavailable	0	0	0	无
0	头盔	731	Unavailable	0	0	0	无
0	头盔	732	Unavailable	0	0	0	无
0	头盔	733	Unavailable	0	0	0	无
0	头盔	734	Unavailable	0	0	0	无
0	头盔	735	Unavailable	0	0	0	无
0	头盔	736	Unavailable	0	0	0	无
0	头盔	737	Unavailable	0	0	0	无
0	头盔	738	Unavailable	0	0	0	无
0	头盔	739	Unavailable	0	0	0	无
0	头盔	740	Unavailable	0	0	0	无
0	头盔	741	Unavailable	0	0	0	无
0	头盔	742	Unavailable	0	0	0	无
0	头盔	743	Unavailable	0	0	0	无
0	头盔	744	Unavailable	0	0	0	无
0	头盔	745	Unavailable	0	0	0	无
0	头盔	746	Unavailable	0	0	0	无
0	头盔	747	Unavailable	0	0	0	无
0	头盔	748	Unavailable	0	0	0	无
0	头盔	749	Unavailable	0	0	0	无
0	头盔	750	Unavailable	0	0	0	无
1	铠甲	2	皮製服飾	1	2	0	pl001_0000
1	铠甲	15	鎖甲服飾	15	2	0	pl014_0000
1	铠甲	1	獵人鎧甲	2	6	0	pl002_0000
1	铠甲	5	骨製鎧甲	5	6	0	pl003_0000
1	铠甲	6	合金鎧甲	6	8	1	pl004_0000
1	铠甲	9	巨蜂鎧甲	9	8	0	pl007_0000
1	铠甲	4	凶豺龍鎧甲	4	8	0	pl008_0000
1	铠甲	10	搔鳥鎧甲	10	10	0	pl009_0000
1	铠甲	11	毒妖鳥鎧甲	11	12	1	pl010_0000
1	铠甲	13	土砂龍鎧甲	13	14	1	pl012_0000
1	铠甲	12	泥魚龍鎧甲	12	14	1	pl011_0000
1	铠甲	14	飛雷龍鎧甲	14	16	1	pl013_0000
1	铠甲	25	礦石鎧甲	24	18	2	pl025_0000
1	铠甲	18	巨甲蟲鎧甲	17	18	2	pl017_0000
1	铠甲	3	蠻顎龍鎧甲	3	20	2	pl020_0000
1	铠甲	21	雌火龍鎧甲	20	22	2	pl021_0000
1	铠甲	23	眩鳥鎧甲	22	18	2	pl023_0000
1	铠甲	24	浮空龍鎧甲	23	20	2	pl024_0000
1	铠甲	22	凶顎龍鎧甲	21	20	2	pl022_0000
1	铠甲	28	骨鎚龍鎧甲	27	24	2	pl028_0000
1	铠甲	20	獨角仙上身	19	22	2	pl019_0000 (男性限定)
1	铠甲	159	燕尾蝶上身	164	22	2	pl019_0000 (女性限定)
1	铠甲	31	鑄鐵鎧甲	30	28	3	pl031_0000
1	铠甲	27	風漂龍鎧甲	26	30	3	pl027_0000
1	铠甲	29	慘爪龍鎧甲	28	30	3	pl029_0000
1	铠甲	33	火龍鎧甲	32	30	3	pl033_0000
1	铠甲	34	角龍鎧甲	33	32	3	pl034_0000
1	铠甲	35	麒麟服飾	34	34	3	pl035_0000
1	铠甲	26	死神肌肉	25	32	3	pl026_0000
1	铠甲	36	旅團戰衣	35	28	3	pl036_0000
1	铠甲	39	皮製服飾α	37	32	4	pl001_0000
1	铠甲	40	皮製服飾β	38	32	4	pl001_0000
1	铠甲	147	鎖甲服飾α	39	32	4	pl014_0000
1	铠甲	148	鎖甲服飾β	40	32	4	pl014_0000
1	铠甲	41	獵人鎧甲α	41	36	4	pl002_0000
1	铠甲	42	獵人鎧甲β	42	36	4	pl002_0010
1	铠甲	43	骨製鎧甲α	43	36	4	pl003_0000
1	铠甲	44	骨製鎧甲β	44	36	4	pl003_0000
1	铠甲	45	合金鎧甲α	45	36	4	pl004_0000
1	铠甲	46	合金鎧甲β	46	36	4	pl004_0000
1	铠甲	51	巨蜂鎧甲α	51	38	4	pl007_0000
1	铠甲	52	巨蜂鎧甲β	52	38	4	pl007_0000
1	铠甲	57	巨甲蟲鎧甲α	57	38	4	pl017_0000
1	铠甲	58	巨甲蟲鎧甲β	58	38	4	pl017_0000
1	铠甲	61	凶豺龍鎧甲α	61	40	4	pl008_0000
1	铠甲	62	凶豺龍鎧甲β	62	40	4	pl008_0000
1	铠甲	63	搔鳥鎧甲α	63	40	4	pl009_0000
1	铠甲	64	搔鳥鎧甲β	64	40	4	pl009_0000
1	铠甲	65	毒妖鳥鎧甲α	65	42	4	pl010_0000
1	铠甲	66	毒妖鳥鎧甲β	66	42	4	pl010_0010
1	铠甲	69	土砂龍鎧甲α	69	42	4	pl012_0000
1	铠甲	70	土砂龍鎧甲β	70	42	4	pl012_0000
1	铠甲	67	泥魚龍鎧甲α	67	44	4	pl011_0000
1	铠甲	68	泥魚龍鎧甲β	68	44	4	pl011_0000
1	铠甲	71	飛雷龍鎧甲α	71	44	4	pl013_0000
1	铠甲	72	飛雷龍鎧甲β	72	44	4	pl013_0000
1	铠甲	93	蠻顎龍鎧甲α	93	44	4	pl020_0000
1	铠甲	94	蠻顎龍鎧甲β	94	44	4	pl020_0010
1	铠甲	73	雌火龍鎧甲α	73	46	4	pl021_0000
1	铠甲	74	雌火龍鎧甲β	74	46	4	pl021_0010
1	铠甲	77	眩鳥鎧甲α	77	40	4	pl023_0000
1	铠甲	78	眩鳥鎧甲β	78	40	4	pl023_0000
1	铠甲	79	浮空龍鎧甲α	79	44	4	pl024_0000
1	铠甲	80	浮空龍鎧甲β	80	44	4	pl024_0000
1	铠甲	75	凶顎龍鎧甲α	75	40	4	pl022_0000
1	铠甲	76	凶顎龍鎧甲β	76	40	4	pl022_0000
1	铠甲	97	骨鎚龍鎧甲α	97	46	5	pl028_0000
1	铠甲	98	骨鎚龍鎧甲β	98	46	5	pl028_0010
1	铠甲	89	礦石鎧甲α	89	50	5	pl025_0000
1	铠甲	90	礦石鎧甲β	90	50	5	pl025_0000
1	铠甲	91	鑄鐵鎧甲α	91	50	5	pl031_0000
1	铠甲	92	鑄鐵鎧甲β	92	50	5	pl031_0000
1	铠甲	55	酸翼龍斗篷α	55	48	4	pl016_0000
1	铠甲	56	酸翼龍斗篷β	56	48	4	pl016_0000
1	铠甲	87	火龍心鎧甲α	87	52	5	pl021_0100
1	铠甲	88	火龍心鎧甲β	88	52	5	pl021_0110
1	铠甲	95	風漂龍鎧甲α	95	54	5	pl027_0000
1	铠甲	96	風漂龍鎧甲β	96	54	5	pl027_0010
1	铠甲	81	慘爪龍鎧甲α	81	54	5	pl029_0000
1	铠甲	82	慘爪龍鎧甲β	82	54	5	pl029_0010
1	铠甲	101	火龍鎧甲α	101	54	5	pl033_0000
1	铠甲	102	火龍鎧甲β	102	54	5	pl033_0010
1	铠甲	111	火龍魂鎧甲α	111	56	6	pl033_0100
1	铠甲	112	火龍魂鎧甲β	112	56	6	pl033_0110
1	铠甲	103	角龍鎧甲α	103	54	5	pl034_0000
1	铠甲	104	角龍鎧甲β	104	54	5	pl034_0010
1	铠甲	113	暴君角龍鎧甲α	113	56	6	pl034_0100
1	铠甲	114	暴君角龍鎧甲β	114	56	6	pl034_0110
1	铠甲	83	岩賊龍鎧甲α	83	48	4	pl039_0000
1	铠甲	84	岩賊龍鎧甲β	84	48	4	pl039_0000
1	铠甲	85	熔岩龍鎧甲α	85	56	5	pl040_0000
1	铠甲	86	熔岩龍鎧甲β	86	56	5	pl040_0010
1	铠甲	109	爆鎚龍鎧甲α	109	60	6	pl041_0000
1	铠甲	110	爆鎚龍鎧甲β	110	60	6	pl041_0010
1	铠甲	107	戰紋鎧甲α	107	64	7	pl030_0000
1	铠甲	108	戰紋鎧甲β	108	64	7	pl030_0010
1	铠甲	117	獨角仙上身α	117	42	4	pl019_0000 (男性限定)
1	铠甲	118	獨角仙上身β	118	42	4	pl019_0000 (男性限定)
1	铠甲	160	燕尾蝶上身α	165	42	4	pl019_0000 (女性限定)
1	铠甲	161	燕尾蝶上身β	166	42	4	pl019_0000 (女性限定)
1	铠甲	119	旅團戰衣α	119	52	5	pl036_0000
1	铠甲	120	旅團戰衣β	120	52	5	pl036_0000
1	铠甲	121	大馬士革鎧甲α	121	60	6	pl043_0000
1	铠甲	122	大馬士革鎧甲β	122	60	6	pl043_0010
1	铠甲	123	杜賓鎧甲α	123	60	6	pl044_0000
1	铠甲	124	杜賓鎧甲β	124	60	6	pl044_0000
1	铠甲	129	鋼龍恐懼α	129	64	7	pl047_0000
1	铠甲	130	鋼龍恐懼β	130	64	7	pl047_0010
1	铠甲	127	帝王鎧甲α	127	64	7	pl046_0000
1	铠甲	128	帝王鎧甲β	128	64	7	pl046_0010
1	铠甲	105	麒麟服飾α	105	64	7	pl035_0000
1	铠甲	106	麒麟服飾β	106	64	7	pl035_0010
1	铠甲	99	烏爾德鎧甲α	99	64	7	pl032_0000
1	铠甲	100	烏爾德鎧甲β	100	64	7	pl032_0010
1	铠甲	115	爆鱗龍鎧甲α	115	58	6	pl042_0000
1	铠甲	116	爆鱗龍鎧甲β	116	58	6	pl042_0010
1	铠甲	131	死神肌肉α	133	62	6	pl026_0000
1	铠甲	132	死神肌肉β	134	62	6	pl026_0000
1	铠甲	133	公會十字戰衣α	135	62	7	pl048_0000
1	铠甲	134	公會十字戰衣β	136	62	7	pl048_0000
1	铠甲	125	冥燈幽火皮α	125	72	7	pl045_0000
1	铠甲	126	冥燈幽火皮β	126	72	7	pl045_0010
1	铠甲	135	Unavailable	137	2	0	pl001_0000
1	铠甲	136	Unavailable	138	2	0	pl001_0000
1	铠甲	137	鑄島熔岩皮α	139	44	5	pl038_0000
1	铠甲	138	鑄島熔岩皮β	140	44	5	pl038_0010
1	铠甲	149	追蹤者服飾α	141	70	7	pl053_0000
1	铠甲	150	追蹤者服飾β	142	70	7	pl053_0000
1	铠甲	162	Unavailable	143	2	0	pl001_0000
1	铠甲	163	Unavailable	144	2	0	pl001_0000
1	铠甲	151	【旅團】服裝‧身體	145	0	6	pl036_0000
1	铠甲	152	【公會十字】服裝‧身體	146	0	6	pl048_0000
1	铠甲	145	【巴魯特】服裝‧身體	147	0	3	pl074_0000
1	铠甲	146	【潛水夫】服裝‧身體	148	0	3	pl075_0000
1	铠甲	153	【收穫】服裝‧身體	149	0	3	pl076_0000
1	铠甲	154	【獵戶星】服裝‧身體	150	0	3	pl077_0000
1	铠甲	155	【盛裝】服裝‧身體	153	0	3	pl078_0000
1	铠甲	156	Unavailable	158	2	0	pl001_0000
1	铠甲	299	HARDUMMY	154	0	7	pl068_0000
1	铠甲	291	HARDUMMY	155	0	7	pl069_0000
1	铠甲	292	HARDUMMY	156	0	7	pl070_0000
1	铠甲	144	Unavailable	157	2	0	pl001_0000
1	铠甲	297	【巴耶克】服裝‧身體	159	0	7	pl120_0000
1	铠甲	158	Unavailable	160	2	0	pl001_0000
1	铠甲	165	Unavailable	170	2	0	pl001_0000
1	铠甲	166	Unavailable	171	2	0	pl001_0000
1	铠甲	164	原型鎧甲	169	6	0	pl018_0000
1	铠甲	190	Unavailable	182	2	0	pl001_0000
1	铠甲	191	絢輝龍鎧羅鎧甲α	183	72	7	pl049_0000
1	铠甲	192	絢輝龍鎧羅鎧甲β	184	72	7	pl049_0010
1	铠甲	193	巴魯特服飾	185	18	2	pl074_0000
1	铠甲	194	潛水夫服裝	186	22	2	pl075_0000
1	铠甲	195	收穫裝甲	187	26	2	pl076_0000
1	铠甲	196	獵戶星服飾	188	30	3	pl077_0000
1	铠甲	197	盛裝服飾	189	34	3	pl078_0000
1	铠甲	200	鎧武者‧身體	190	0	3	pl067_0000
1	铠甲	201	殘虐鎧甲α	191	58	6	pl050_0000
1	铠甲	202	殘虐鎧甲β	192	58	6	pl050_0010
1	铠甲	203	Unavailable	193	2	0	pl001_0000
1	铠甲	204	黎明武士【寂】‧身體	194	0	6	pl066_0000
1	铠甲	205	黎明武士【譽】‧身體	195	0	6	pl066_0010
1	铠甲	206	騰龍戰鎧α	196	72	7	pl073_0000
1	铠甲	207	巴魯特服飾α	197	40	4	pl074_0000
1	铠甲	208	潛水夫服裝α	198	46	4	pl075_0000
1	铠甲	209	收穫裝甲α	199	52	5	pl076_0000
1	铠甲	210	獵戶星服飾α	200	58	5	pl077_0000
1	铠甲	211	盛裝服飾α	201	64	6	pl078_0000
1	铠甲	212	燕尾蝶男上身	202	22	2	pl057_0000 (男性限定)
1	铠甲	213	燕尾蝶男上身α	203	42	4	pl057_0000 (男性限定)
1	铠甲	214	燕尾蝶男上身β	204	42	4	pl057_0010 (男性限定)
1	铠甲	215	獨角仙后上身	205	22	2	pl057_0000 (女性限定)
1	铠甲	216	獨角仙后上身α	206	42	4	pl057_0000 (女性限定)
1	铠甲	217	獨角仙后上身β	207	42	4	pl057_0000 (女性限定)
1	铠甲	218	烏爾德鎧甲γ	208	72	7	pl032_0020
1	铠甲	219	麒麟服飾γ	209	72	7	pl035_0020
1	铠甲	220	帝王鎧甲γ	210	72	7	pl046_0020
1	铠甲	221	鋼龍恐懼γ	211	72	7	pl047_0020
1	铠甲	222	戰紋鎧甲γ	212	72	7	pl030_0020
1	铠甲	223	鑄島熔岩皮γ	213	72	7	pl038_0020
1	铠甲	224	冥燈幽火皮γ	214	72	7	pl045_0020
1	铠甲	225	HARDUMMY	215	46	4	pl068_0000
1	铠甲	226	HARDUMMY	216	12	1	pl069_0000
1	铠甲	227	HARDUMMY	217	60	6	pl069_0000
1	铠甲	228	HARDUMMY	218	50	5	pl070_0000
1	铠甲	229	蒼星之將【鎧甲】α	219	56	6	pl072_0000
1	铠甲	230	但丁風衣α	220	64	7	pl071_0000
1	铠甲	231	皇后鎧甲α	221	70	7	pl051_0000
1	铠甲	232	皇后鎧甲β	222	70	7	pl051_0010
1	铠甲	233	【蝴蝶】服裝‧身體	227	0	6	pl117_0000
1	铠甲	234	【死神】服裝‧身體	228	0	6	pl026_0000
1	铠甲	235	【但丁】服裝‧身體	230	0	7	pl071_0000
1	铠甲	236	【騰龍】服裝‧身體	231	0	7	pl073_0000
1	铠甲	237	【追蹤者】服裝‧身體	234	0	6	pl053_0000
1	铠甲	238	【原型】服裝‧身體	237	0	6	pl018_0000
1	铠甲	239	【甲蟲】服裝‧身體	238	0	6	pl116_0000
1	铠甲	240	Invalid Message	239	2	0	pl001_0000
1	铠甲	298	HARDUMMY	242	64	7	pl068_0000
1	铠甲	242	皇后鎧甲γ	243	70	7	pl051_0020
1	铠甲	293	傑洛特身體α	244	70	7	pl118_0000
1	铠甲	294	希里身體α	245	70	7	pl119_0000
1	铠甲	295	【傑洛特】服裝‧身體	246	0	7	pl118_0000
1	铠甲	296	【希里】服裝‧身體	247	0	7	pl119_0000
1	铠甲	247	絢輝龍鎧羅鎧甲γ	248	72	7	pl049_0020
1	铠甲	248	防衛隊【鎧甲】α	249	50	5	pl121_0000
1	铠甲	300	【冰狼】服裝‧身體	250	0	8	pl105_0000
1	铠甲	301	【守護者】服裝‧身體	545	0	5	pl121_0000
1	铠甲	302	精英·骨製鎧甲α	252	114	8	pl003_0000
1	铠甲	303	精英·骨製鎧甲β	253	114	8	pl003_0000
1	铠甲	304	精英·合金鎧甲α	254	114	8	pl004_0000
1	铠甲	305	精英·合金鎧甲β	255	114	8	pl004_0000
1	铠甲	306	精英·巨蜂鎧甲α	256	116	8	pl007_0001
